Geneid	pOka_M2_3
23013	1439
7709	326
149563	0
27129	0
1187	1
1188	1
348487	39
1969	3494
128272	16
79363	33
54455	543
26099	3074
374955	0
55707	1176
100133301	0
55672	498
729574	0
729587	0
11223	15
9696	453
4237	0
23400	1687
6390	1545
11240	416
29943	426
51702	716
23569	0
353238	0
55920	1580
55160	658
81569	1
84966	0
127707	53
5081	0
80834	0
8659	251
126917	139
23352	4180
23065	2149
51154	777
22977	5
8574	1403
54896	448
832	2628
440574	660
100532736	2
4681	41
3362	0
255104	269
54546	0
23252	187
30814	0
5320	0
5322	0
26279	0
64600	0
391013	0
127733	0
127731	0
55450	277
79594	676
163933	11
978	16
65018	2092
1650	8114
57576	13
400745	227
50809	2922
8672	2311
1889	3176
84224	123
249	0
5909	14
84196	1036
401944	7
3339	8949
23436	0
10136	0
998	3329
54361	5
9923	501
2046	0
712	0
714	0
713	0
2048	512
646262	0
729059	0
23028	2014
7798	1446
3352	65
10236	2821
80818	297
6920	4
55616	315
1870	108
3399	1080
6135	16786
6924	948
57095	660
11313	1352
2582	1259
3155	710
2517	903
1269	0
55629	522
10772	563
127294	1
58985	2
163702	93
57822	0
90529	357
57185	1417
11123	120
400746	0
10250	1431
25932	4629
864	0
25949	1030
57035	397
6007	6
23585	1555
6006	2
55219	349
26119	625
57134	17
57190	4189
56181	803
79000	53
164091	97
3925	4537
5051	254
2134	1
7780	0
84676	0
149420	118
79927	0
51042	337
10256	0
378807	0
64793	309
83442	3669
91544	524
1043	2
55057	23
257101	0
79727	0
79947	430
3151	4750
6195	671
8289	1333
55650	332
84243	426
2810	38
54707	335
63906	194
8431	0
10726	2604
126695	0
388610	125
115572	4
6548	847
23038	1129
84065	685
84958	0
9064	253
8547	1
388611	0
2827	63
10163	3994
27245	1638
2268	1
2537	465
199870	98
23673	637
5511	831
9473	35
6118	834
27293	75
55113	264
2140	457
5724	13
22826	2536
93974	1646
83667	533
54797	262
65979	712
1104	1504
54952	303
115273	11
6883	422
10691	144
51441	1503
4985	0
2035	595
399474	7
6429	1059
51102	404
10076	44
4146	9
7805	3
9672	1930
9698	2492
79570	2
9410	790
51538	566
2170	22
347735	1794
64129	0
3061	0
553115	1127
1307	12
576	257
90853	833
8073	2770
10657	2561
55116	186
23633	1086
200081	1266
79140	135
55721	121
149069	30
56063	99
8668	3707
84734	14
3932	0
3065	1076
65108	984
100128071	18
81629	142
55108	1353
728116	6
653121	180
339487	244
5928	2435
81493	187
57648	2080
8565	1542
64766	312
252995	8
3208	3
113452	711
127544	254
204	3310
113451	65
55223	105
149076	315
127550	0
1912	2156
7579	96
114784	0
127540	0
84970	0
2709	0
127534	1
2707	0
2701	0
113444	637
58512	0
100506144	344
9204	341
79830	264
6421	3300
9202	1447
79932	2140
23154	780
339488	23
5690	2442
127703	390
63967	288
192670	337
26523	514
192669	130
27285	1
54936	593
1296	54
27095	1119
55700	2240
9967	2664
79729	180
55194	298
83931	438
84967	375
127700	154
64960	1114
1441	0
2899	0
80149	285
64769	844
79753	341
7802	211
29889	921
284654	0
54955	318
55143	685
284656	3
149175	709
79693	251
127687	622
4520	391
3633	328
10946	2087
2275	474
51118	571
5453	1
64121	619
26292	463
81025	14
54933	60
79647	1117
4725	2092
23499	10679
643314	331
353500	44
8761	3137
26508	26
84618	0
51440	0
10450	574
656	113
64064	3
54802	339
4610	13
84879	25
10487	6796
5538	2962
6018	644
127391	0
10269	1114
1298	185
64744	379
65243	27
339559	69
64789	104
127396	50
9783	90
4802	670
9132	181
163732	69
1503	660
200172	3
22955	530
100132074	53
1907	118
59269	28
2981	0
2980	0
22887	747
284716	219
84217	13
79717	722
728621	40
10465	386
4904	16076
149461	0
64175	1195
79078	125
100129924	3
374969	104
114625	202
51058	188
6513	24788
440585	0
10969	1084
149465	7
128218	9
149466	0
7075	7
4352	6
991	1428
64834	2248
112950	502
23334	699
81888	0
5792	8282
9682	795
6487	227
9048	7
9670	783
1802	512
533	1329
8704	983
149473	117
6536	26
128209	1
55929	573
79033	1091
55182	968
79639	113
339541	31
11004	1072
6202	21267
6210	13134
266675	6
1263	428
343521	20
149478	80
8643	17
8891	290
79654	1003
7389	1622
57643	0
84842	4
4595	105
114034	219
10420	48
25974	155
5052	7231
10327	1243
4678	1543
149483	14
60313	1124
51249	834
3652	136
23139	1088
8503	250
10103	54
55624	2159
541468	21
8438	254
10489	1345
7388	1710
387338	385
2166	8
127343	1
148930	0
8569	382
148932	138
64756	956
374973	2
9813	1905
1580	0
1579	0
260293	0
199974	1
284541	1
10158	48
6886	0
6491	388
51727	2599
2301	0
2306	7
388630	8
200010	6
54558	148
84871	5
79656	59
1996	0
63950	1
11124	880
1031	510
284546	0
26994	1556
22996	43
2060	961
114883	2545
4898	2281
5865	285
51060	1454
112970	199
91408	1107
9372	448
200014	735
4998	188
84950	600
23318	754
2882	0
348378	0
65260	319
79699	761
440590	16
55268	415
6342	2761
127435	1
6512	47
1376	663
54987	595
4116	241
7804	850
63948	0
148979	36
55706	1096
54432	453
1733	1
51668	433
115353	647
388633	0
9528	3257
127428	220
200008	0
606495	151
51253	2203
23648	617
26027	35
338094	2
374977	0
7268	411
25973	156
55001	0
163747	0
1718	8928
199964	0
7809	0
255738	3
23358	1227
8613	260
5563	609
199920	3
731	0
732	0
1600	28
115209	265
4070	0
114803	769
3725	2958
55277	161
51361	357
1573	80
127795	0
4774	423
83941	456
10207	292
54596	0
163782	1
7398	945
85440	1245
27329	0
84938	177
27022	0
29929	193
23421	382
84455	196
5236	1842
4919	576
148581	5
57685	198
55225	576
3716	4342
205	1716
9829	218
54741	2018
3953	223
5142	15
84251	29
200132	0
10022	1
79819	77
57708	1186
23169	219
400757	0
149233	0
3595	1
26135	6982
1647	1269
55970	7821
9077	0
79971	1109
6121	2
55635	905
57554	86
55631	440
9295	2936
81573	606
11147	190
1491	102
5733	4
9406	1915
257194	218
127255	20
100526835	0
8790	170
51086	0
127254	4
1429	607
127253	505
431707	0
204962	705
34	755
5876	958
4438	4
127247	0
256435	177
81849	39
10026	948
26289	137
26009	822
23032	1106
374986	351
91624	499
8880	1914
11080	716
54810	0
5737	4
10964	54
10561	88
64123	0
23266	880
79739	223
5567	695
148418	12
58511	0
80135	616
2787	1466
100505741	3
1486	547
117178	625
23566	0
255231	106
55283	286
126820	64
84144	68
148423	283
8915	390
23576	2681
3491	4333
54680	334
255631	2
57489	208
9635	1
1179	0
22802	0
51100	1560
9403	3044
9653	1000
101927844	0
8543	880
5586	1198
2959	479
56267	432
494115	221
2635	364
2633	282
2634	104
388646	0
115361	20
115362	3
163351	0
23507	196
84230	205
55144	819
284695	1090
343472	0
84146	825
164045	10
8317	264
7049	737
676	0
253152	238
646817	2
284697	12
23285	66
388649	1
11146	130
79871	217
2672	1
7813	297
6125	19896
388650	606
22823	332
50999	1999
343099	206
1810	803
54874	969
8412	1111
30836	912
2730	421
24	3
9411	3022
5825	877
2152	3877
126969	58
1266	14824
199857	178
148534	491
100527978	10
25950	85
6129	974
58155	235
1806	433
51375	695
163404	0
9890	126
54873	1372
391059	45
178	542
23443	403
64645	1218
163786	231
54482	274
127495	11
1629	363
8634	380
8556	100
54112	1
7412	0
2135	476
148867	447
51611	574
1901	33
118427	0
1301	10878
101928436	0
55599	220
280	53
279	0
276	0
278	0
277	0
55170	610
22854	210
10451	0
29957	1263
148545	0
653149	0
284611	282
113802	0
55119	871
163479	4
6814	647
254268	0
29899	429
23155	628
22911	459
6884	115
56900	508
127003	0
57535	76
6301	2639
1952	1115
84722	564
343263	0
6272	4528
5686	1357
284612	5
127002	81
284613	198
57463	141
83873	2
2773	1634
2780	6
271	990
2948	488
2946	302
2944	420
2949	0
2947	34
79574	1
1435	1819
10768	3664
85369	566
257	16
164153	0
388662	45
3749	40
64783	139
9122	96
10542	1193
84432	0
3744	0
3737	0
3738	0
963	4
55791	371
128338	672
10390	395
79961	166
1117	0
27159	1
128344	2
5016	16
79084	594
515	2912
128346	8
57413	1
140	1
5906	937
55924	104
11218	477
3752	82
643355	13
55917	986
7482	221
54879	494
829	3817
4343	936
389	3931
333926	5
284467	4
6566	2575
9860	184
260425	404
10745	425
54665	247
26191	1
440603	0
10717	173
64858	257
204851	1007
56944	0
148281	0
51592	949
10286	569
163259	4
270	1
4893	1143
7812	11500
80143	516
6847	0
7252	0
10100	146
4803	263
81839	783
845	0
4808	0
55356	6
126868	1
476	10030
965	421
3321	203
388667	0
914	0
5738	241
9398	0
8458	594
80263	129
79679	1
10905	680
54855	10
54834	233
10885	1054
200162	7
6913	0
10352	282
51179	0
3284	0
3283	0
90874	82
26227	2472
3158	0
83998	0
343505	0
11085	0
4853	5606
653820	103
2210	0
647135	469
644591	0
728833	0
554282	0
100288142	33
653598	0
653505	0
400818	459
9659	569
9554	1556
388677	633
100132406	15
25832	5
148738	0
10628	1970
84265	279
284615	77
128077	438
9939	1375
8799	429
8515	10
148741	2
10401	433
200035	42
10623	496
27246	325
11126	4
5174	5
653519	95
200030	84
149013	68
5565	533
2330	14
9557	602
607	419
51205	327
2702	0
2703	0
51463	14
728841	176
284565	345
728945	0
645142	0
730262	0
440689	0
2209	4
653604	3
8370	0
554313	0
8337	0
723790	0
126961	0
333932	0
8349	45
8338	12
317772	0
51027	128
9900	623
10262	1326
10903	269
56957	576
11311	725
51177	870
81611	1315
23632	7
51107	2712
79630	5
148523	110
54460	1351
9129	638
23248	944
80222	775
1893	3116
54507	850
4170	3517
2029	2569
55204	469
84072	0
1520	15
1513	1543
405	759
9869	615
29956	3238
8416	125
55793	258
58497	348
149428	5
54964	125
56882	1332
10962	837
126626	54
10500	107
100534012	0
79626	0
388695	126
79005	5
29765	9
6944	876
8394	1624
5710	1873
57592	717
5298	1368
5993	978
8991	15
5692	3233
23126	1008
57530	107
7286	1123
81609	330
11189	3
284485	0
65005	919
51686	51
11022	290
339398	1
6097	87
100191040	5
284486	6
117145	257
6281	6220
6282	1875
100131107	0
126637	1
7062	2
126638	0
388697	83
2312	424
388698	12
49860	4
254910	1
54544	0
353145	0
84648	0
353144	0
353143	0
353142	0
353141	0
353140	0
26239	0
353139	0
199834	0
100129271	0
448834	0
353137	0
353135	0
353134	0
353133	0
353132	0
353131	0
448835	0
4184	0
3713	96
163778	0
6698	0
6707	0
6699	0
6703	0
6700	0
6701	0
6704	0
6705	0
6706	0
149018	0
574414	0
4014	0
114771	0
57115	0
6280	0
6283	0
6279	0
338324	0
645922	0
6278	0
6277	22602
6276	4
6275	198
6274	689
6273	701
140576	1230
57402	0
6284	555
6271	5
26097	687
23557	598
3608	3861
4881	15
65123	1634
11000	121
57459	603
9909	709
200186	641
27173	3463
148327	179
10899	1648
5872	2047
91181	8
7170	6170
388701	1
25912	3836
9898	3670
10456	1241
89872	0
57198	1170
3570	50
126669	0
126668	0
55585	1387
1141	2
103	3351
3782	5
10654	376
57326	2144
90780	664
6464	5844
1163	895
80308	406
55891	1
51043	837
127579	2
149095	7
8751	5987
1945	145
1944	109
1942	149
55974	586
54344	333
200185	1071
80128	180
4582	101
7059	426
4580	646
2629	3479
10712	1290
10067	1613
1196	578
57657	142
5313	0
2224	4060
284618	4
23623	688
55870	1659
55154	440
55249	1010
7818	1448
54856	756
23208	1589
6016	396
22889	692
339403	1
9181	1295
6746	4683
56893	1251
28956	547
57111	1
92312	381
4000	8363
64218	197
9673	737
100527963	3
11243	457
632	2
79957	108
23381	1844
84283	117
112770	2327
391104	0
7203	5301
128229	16
57127	0
10485	1
4209	718
128239	1607
164118	0
128240	1715
54865	503
60484	0
63827	73
10763	12
1382	41
81875	577
51093	293
79590	1119
3068	6569
5546	1261
9047	13
4914	3
3645	0
375033	229
149499	2
9826	855
440695	0
2117	120
83416	0
83417	0
115352	0
79368	0
115350	0
922	1
55243	2633
912	0
909	0
911	0
910	0
913	0
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	0
81448	0
391114	0
128371	0
128372	0
81442	0
4332	1
149628	0
107181291	1
3428	373
9447	0
57863	0
2532	0
2205	0
441911	0
26476	0
127385	0
325	0
1401	0
54935	1069
343413	0
56833	8
284677	18
391123	22
25790	13
8407	18006
57549	0
89886	0
93183	272
3766	2
3765	0
93185	504
477	10
480	0
844	0
8682	7663
50717	1857
5824	1350
1314	4680
23385	4671
4807	3
57216	1
114836	0
8832	0
6504	0
962	0
57823	452
4063	0
51744	0
55600	4
142683	0
50848	1065
100131187	282
7391	520
257106	11
81607	2
126823	85
5202	521
4817	382
9191	497
51506	1022
27005	354
5498	277
8703	724
9507	0
4720	1769
2207	1
336	0
84134	258
9970	2
654790	0
4359	44
6391	1562
257177	88
2212	17
3310	3
2214	0
2213	0
9103	0
2215	0
84824	9
127943	11
11266	313
22926	1579
25903	9
9722	106
284680	4
400793	266
117157	0
127933	2145
6675	1177
4921	994
51478	471
339512	18
5999	17
8490	97
83540	487
5087	337
4009	0
6258	1
440699	0
4259	1954
223	1543
54499	1691
7371	1023
149297	0
57645	873
117143	247
387597	0
84944	0
10223	0
92235	0
5451	298
919	2
8804	1316
92241	0
9019	1511
55811	1
25874	667
55827	1480
23432	307
261726	679
375035	44
9095	23
6846	0
6375	0
1805	0
481	2319
29922	419
8548	390
57821	118
10560	770
2153	3
6403	0
6402	1
6401	0
92342	75
55732	258
57147	201
22920	717
149281	0
92344	282
5396	184
80133	0
2328	0
2327	0
2326	0
2329	51
23215	3441
4653	0
8674	208
51603	617
26052	30
92346	3
5279	433
51430	1295
356	1
8995	5
7292	17
9588	4813
284525	3
339416	18
730159	1
27252	387
91687	154
55157	619
84614	22
462	5
149041	355
9910	304
9293	0
27101	1436
63931	532
63923	0
9674	0
7143	0
64326	536
60676	126
460	80
57795	5
89866	35
9462	797
84066	1
55103	806
9068	0
9917	942
64222	397
27	5782
6646	1193
126859	2
7827	0
163589	1
148753	0
163590	620
26092	953
9857	870
5768	10022
89884	57
84320	555
9213	1112
57710	13
10228	711
3140	613
51278	1152
777	0
127665	0
2752	1330
127670	0
353299	0
6041	96
6004	0
85397	0
80896	0
1660	4111
81626	0
3915	6791
3918	32
23057	119
9887	1159
4688	1
10092	2811
23179	1406
403314	1
23127	91
116461	544
81563	354
80267	568
116496	3
6045	311
81627	370
54823	95
10625	2704
83872	1454
10216	2
7175	3101
54953	432
10896	1
5132	0
5743	0
5321	151
339479	0
64407	0
431704	0
5996	0
6003	0
5997	30
51377	536
6738	285
51022	150
79577	780
8707	0
343450	222
3075	209
10878	1
3078	1
10877	0
3080	0
81494	0
2165	0
259266	1545
360023	386
23418	1
163486	472
388722	49
56956	0
140609	842
127124	2
5788	0
2494	0
23528	518
9928	491
83479	188
23271	1198
2848	0
55765	0
23046	106
779	0
647219	0
252839	1646
91156	9
5317	2
7139	1
3898	1
7135	0
23612	2196
1465	353
89796	1812
55705	2682
149345	682
25802	126
10440	920
6051	2210
1999	647
9283	14
127829	1094
5778	1
59352	1
29089	570
4660	322
127833	3
10765	1493
5877	209
59349	637
51094	2057
51706	650
92703	814
8497	278
4656	0
134	502
4608	2
1116	47
1118	2
7832	837
2331	0
5549	2
26254	2
493	5391
54900	2
9877	2128
100381270	284
6635	1022
9580	341
55224	118
5972	0
3814	1
127845	3
22874	490
84919	700
5287	146
4194	279
10446	1
23114	2035
6900	0
388730	19
5929	441
25778	553
9911	219
81788	139
55220	0
93273	3
5129	2833
148808	38
2005	578
85414	145
64710	4492
8934	773
254428	788
148811	1
115019	0
729533	61
553	0
440712	0
1510	1
653464	45
23380	780
9641	167
83593	99
1939	1271
8444	316
9261	1269
3586	0
29949	0
50604	0
11009	0
9214	4
5284	0
83953	1
79098	167
55432	781
5208	851
725	7
722	1
1604	1683
1380	0
1378	0
1379	0
4179	3583
947	2
5362	53
642587	0
57172	8
3914	554
50486	0
3290	3
80342	0
148304	86
3664	1
27042	625
255928	132
56256	95
55733	244
3756	35
55758	596
7188	159
343035	0
7779	361
4751	534
9926	506
25896	352
51514	821
5525	721
55248	294
29937	1448
467	173
149647	0
55509	14
25936	481
128387	177
149643	0
28982	292
79805	40
90806	308
26750	416
5629	0
56950	524
5784	1074
1063	3153
3776	50
51133	1116
7399	10
2104	14
55105	224
128153	15
51018	324
7042	3641
127018	515
55532	1
2058	2848
10380	484
55699	2452
25782	886
4139	290
79762	289
54996	171
64757	477
3142	22
11221	541
79802	5
9015	89
375056	1368
64853	804
148362	806
400823	3
84976	122
7100	0
55061	0
164127	0
388743	1
824	10900
7159	1732
23219	564
8560	1605
4931	411
29097	921
80232	1780
149111	32
127602	140
3930	1056
55740	2984
6726	3219
2052	1104
9725	701
10637	0
29920	838
7044	1
163859	214
3020	3661
64746	1125
83881	0
286826	154
142	2372
375057	0
3707	1243
5664	187
56997	329
8476	867
339500	102
65094	370
116841	515
339501	0
7483	81
89780	0
375	6030
79169	277
128308	426
2987	2393
57165	44
200205	153
84033	1411
81559	606
51127	9
8290	1
92815	224
128312	7
149603	3371
100129094	0
58480	4
5867	625
10638	0
126731	338
58	3
55746	952
23456	379
27097	403
9816	246
2590	6805
79605	0
22796	437
183	9
10753	0
84886	392
79573	255
64801	373
375061	0
440730	1
149373	0
128061	164
8443	720
149371	253
83932	238
54583	1356
7257	776
27185	160
57568	58
54627	73
84284	761
80003	511
84451	176
3775	78
148641	21
388753	221
6894	310
359948	1710
9804	5099
23029	538
51742	756
9453	666
6905	545
148789	455
2786	19
1130	1025
4811	596
7107	328
56605	95
128178	13
3964	1211
55127	1251
88	0
4548	955
645745	0
6262	66
57829	0
1131	47
56776	196
64388	1
6000	133
2271	1762
8564	239
23596	439
1122	812
128025	3
9156	374
441925	0
440738	5
200150	74
9859	1633
10806	430
10000	1292
10472	511
200159	1
159	995
257044	15
51029	796
116228	1009
3192	7106
84288	50
55083	0
64754	334
64216	264
163882	498
51097	1446
25909	1248
57116	39
93474	35
79862	69
388759	10
7678	81
317705	0
84838	420
114548	0
127623	0
441932	0
148823	0
81472	0
81470	0
81469	0
441933	0
343169	0
26188	0
284532	0
391189	0
25893	390
343171	11
343172	0
284521	0
391190	0
391191	0
81466	0
26246	0
391192	0
127059	0
391194	0
127062	0
26245	0
391195	0
127064	0
391196	0
127066	0
127074	0
254879	0
26696	0
401992	0
343173	0
401993	0
391211	0
343563	0
127068	0
127069	0
127077	0
403244	0
403239	0
401994	0
646627	0
80851	835
79894	599
55657	390
267002	68
347688	1
10771	1583
22982	723
23185	1285
23560	1064
91734	42
3422	2539
22884	439
105	0
5214	7748
10531	1478
1316	1176
83592	0
1645	2
1646	1
8644	133
1109	0
114131	0
79861	0
10276	397
51806	0
810	0
79754	461
54906	1453
2665	5060
54522	116
84893	1197
3601	69
3559	0
84991	1198
5209	1186
5588	0
57713	30
80760	0
3698	3
22944	211
509	2959
83860	231
2625	4
10659	1636
9712	386
79746	231
254427	120
26019	914
55526	487
55176	210
11164	968
8872	1578
57118	189
83643	44
10133	2007
55388	291
221044	0
5264	506
22929	1385
222389	218
8559	303
55691	1994
83641	711
441549	30
51182	561
79723	321
64421	241
644890	1
55301	3
414149	153
221060	2
10557	309
9397	927
221061	710
8516	0
80013	513
9317	963
389941	59
6251	1410
8029	34
1787	178
7431	108987
338596	3
9200	620
8027	1268
653567	4
4360	2
221074	1
783	26
221078	106
221079	324
340895	0
84898	3543
10529	715
387638	0
399726	273
387640	47
8028	922
64215	438
340900	0
100532731	1
23412	128
648	53
9576	1
5305	1778
219681	12
22921	422
256297	0
256815	36
220213	144
56243	1160
57584	1545
56952	206
219670	4
79896	102
57512	0
53904	133
2572	2
54518	3
23590	159
10006	912
22852	338
10730	2674
84930	593
91452	553
374308	0
22931	1203
283078	0
55130	53
143098	8
51322	2571
25805	1642
283080	0
84569	0
6840	108
57608	0
55149	303
1326	75
119180	0
220929	147
6935	512
94134	985
3799	3349
80314	442
79741	14
3688	22231
8829	940
56288	950
8453	787
1390	200
219771	1212
219770	1
8325	112
91074	0
100288485	0
57209	384
219749	239
7581	529
7587	463
7582	516
9790	1084
5979	0
55454	376
221002	220
53828	0
3185	4081
8187	38
220992	46
7580	191
100130539	0
6387	0
643236	1
83937	307
11067	57
220979	27
7570	298
79290	1
240	105
220972	539
93550	57
253725	581
119016	69
83849	5
9721	0
5540	0
100996758	0
195977	0
728113	0
642517	48
100133093	0
644054	0
653145	4
118738	80
5949	20
2658	0
2662	0
26095	0
143162	3
5599	422
58504	102
57705	0
474354	0
196740	245
170370	0
170371	21
118461	13
644168	535
2074	1213
267004	0
1103	15
6572	0
282966	0
55753	500
8505	390
100652748	70
4477	0
8031	3471
100287932	1013
414189	187
387680	706
56624	3
259230	289
653308	8
29974	3
5592	137
23283	770
22943	1029
4153	0
65217	0
100463289	0
11130	1270
253430	241
55847	403
7321	429
7019	754
80114	333
84457	4
220965	416
220963	0
100507027	0
8030	926
288	363
983	1658
9886	659
219623	0
219621	0
84159	1235
219790	280
22891	166
84890	867
1959	20
29982	411
221037	1285
221035	1156
29119	1
347731	0
56521	8
23411	356
26091	742
84665	2
220202	1
64081	216
3189	2070
55680	484
1763	205
8034	178
80312	40
55749	1679
219736	50
79009	557
9188	2431
26128	854
5552	1
9559	1110
6832	548
80201	3949
3098	4651
6865	7
23555	253
50674	0
219738	71
1305	0
55506	170
84883	383
219743	409
56681	1777
5464	2390
64106	0
55222	559
1979	1863
4838	0
27143	100
5551	0
140766	40
219793	0
8879	625
5092	987
219699	7
55315	27
64072	6
414152	0
64115	755
5660	83785
9469	1669
9806	28
51008	465
119504	1173
54541	3927
54788	916
10367	1262
90550	968
170392	3
84647	1
5033	2838
25961	77
11319	746
317662	527
23234	783
51021	1239
118491	68
310	1599
118490	15
5532	764
159195	1694
58529	5
79933	5
729092	69
9632	2281
170384	321
118487	348
23053	1276
8509	418
818	779
414236	13
5328	771
7414	8166
26985	1416
132	557
23522	486
338599	0
51207	0
142891	498
7417	2798
118881	344
84858	559
83938	77
3778	2186
9231	1652
11128	779
6229	17248
57178	1694
10105	1309
219654	471
143244	126
729238	0
653509	0
729262	12
6441	1
80195	325
219348	3
311	3758
4143	1
143241	0
84332	2
84293	2186
81619	1847
387694	0
10718	113
27069	3817
387695	1
92211	12
340745	0
26103	0
5995	0
54462	726
2894	7
23063	934
94233	0
11155	7
657	537
79812	0
6623	15
10974	7
119385	1
643161	0
2746	1988
54537	484
728118	13
9562	534
9060	2414
84896	1013
100144748	27
5728	1342
55328	164
142910	0
8513	0
643414	0
643418	0
340654	0
118932	0
57559	156
59	1097
355	613
9023	0
3988	2403
3433	160
3437	392
439996	0
3434	299
24138	468
387700	127
53354	282
9585	1050
3363	43
10556	598
27063	1914
84333	623
143279	195
5507	338
80351	1404
143282	18
9044	1295
22849	57
54708	828
3416	1180
3832	1243
3087	45
54536	308
340665	0
1592	2
26509	7391
55165	1439
338557	0
5950	0
5146	7
118924	520
9211	1
159371	139
51196	971
64318	451
23232	244
3070	251
1562	2
1557	2
1559	2
1558	1
142827	0
9124	1526
10580	7
5832	1517
26123	1955
953	153
100127889	2
387707	1
54619	96
9849	306
29760	0
1791	1
93377	2
7093	6
56889	4011
118788	85
84458	433
26148	105
6585	3
84986	241
10023	35
23401	187
23223	611
5223	11863
51013	571
84287	1250
64210	1717
80019	546
26287	35
112817	167
414157	3
118812	182
55361	2986
60370	578
83742	1392
118813	478
6425	0
401647	17
55118	0
27291	260
84171	44
84795	148
3257	1538
60495	0
26507	279
2805	1006
159296	0
81894	366
57089	214
1355	674
51076	175
1244	5
23268	483
1369	0
10613	1248
1147	425
55280	387
282991	730
9033	0
6319	15102
7479	2
25956	310
4714	1143
55662	1095
5076	0
55719	689
57715	276
84545	1006
56652	326
84445	1828
79955	181
81855	1845
81621	22
3195	0
10660	0
8945	437
27343	502
25911	420
6468	640
2253	0
10360	476
10724	2189
30819	10
79591	455
79803	448
8861	1608
23082	831
9221	2523
83401	2
5309	0
8729	2623
4791	431
5662	4
79176	391
79004	1154
79946	117
79847	126
10121	2421
51684	345
81603	1022
403	590
118980	176
54838	912
1586	0
119032	364
57412	296
54805	247
22978	1174
729020	1
9118	0
84108	221
6877	129
84833	941
22984	1055
51063	259
255022	2
119395	5
9148	0
9644	7
79991	290
9748	1136
1308	4
119392	71
80217	19
9446	1387
119391	168
85450	595
159686	22
22986	91
114815	0
7511	1358
120	539
4601	869
10285	469
1847	390
9126	1612
282996	3
27250	1340
92482	247
8036	681
150	3
57678	387
6975	0
51703	923
64429	851
143187	320
6934	379
3026	0
4892	0
840	227
79949	1
9937	286
374354	268
153	8
55088	288
56165	0
340706	0
84632	2
3983	1594
57700	802
142940	537
26033	434
2674	3657
374355	2
119548	60
5406	0
5407	0
5408	0
143379	0
259217	143
387712	34
57698	1031
11023	2
338567	0
6571	160
118987	883
2018	0
22841	392
63877	308
2834	0
143384	943
340719	145
8661	6673
404636	588
119559	302
10935	3835
2869	101
6001	424
7073	1310
9531	1922
22876	405
79892	1436
11196	1336
6144	262
196051	1629
55717	1468
2263	0
11101	547
54780	329
10579	224
118663	1
59338	411
387715	0
5654	1679
1755	0
399814	0
50624	20
196792	66
118670	0
80007	216
118672	98
64376	234
36	444
340784	0
3167	0
9184	2886
2849	0
119587	0
51363	11
4942	1422
390010	0
64077	320
9679	418
399818	267
23172	474
54764	999
1488	1434
387718	0
26098	364
118856	1
7390	910
56647	973
55760	719
92565	64
8038	1407
118611	13
1793	1199
642938	0
594857	0
399823	0
119467	1
5791	935
4288	5275
4255	341
253738	0
10539	1527
256536	1
55844	634
664	2721
282973	3
10570	238
282974	70
80313	172
170394	123
170393	0
3632	239
84504	0
54777	50
84435	0
85442	0
8433	0
27287	0
101	7
