Geneid	pOka_WT_1
23585	1554
6006	0
55219	338
26119	614
57134	11
57190	3641
56181	843
79000	69
164091	108
3925	4514
5051	241
2134	2
7780	0
84676	0
149420	135
79927	0
51042	293
10256	1
378807	0
64793	310
83442	3371
91544	522
1043	1
55057	10
257101	0
79727	1
79947	475
3151	4715
6195	674
8289	1220
55650	377
84243	443
2810	40
54707	328
63906	195
8431	1
10726	2673
126695	0
388610	148
115572	2
6548	743
23038	1031
84065	587
84958	0
9064	233
8547	0
388611	0
2827	69
10163	3555
27245	1537
2268	0
2537	511
199870	112
23673	665
5511	778
9473	44
6118	835
27293	60
55113	283
2140	499
5724	4
22826	2552
93974	1664
83667	514
54797	297
65979	654
1104	1562
54952	282
115273	11
6883	436
10691	140
51441	1444
4985	0
2035	596
399474	7
6429	1076
51102	324
10076	45
4146	7
7805	3
9672	1878
9698	2328
79570	2
9410	816
51538	571
2170	38
347735	1718
64129	1
3061	0
553115	1109
1307	27
576	274
90853	728
8073	2806
10657	2711
55116	178
23633	1055
200081	1314
79140	158
55721	114
149069	27
56063	114
8668	3469
84734	12
3932	0
3065	1191
65108	857
100128071	18
81629	129
55108	1338
728116	5
653121	196
339487	283
5928	2447
81493	143
57648	1997
8565	1525
64766	346
252995	4
3208	0
113452	623
127544	251
204	3379
113451	82
55223	116
149076	311
127550	1
1912	2072
7579	123
114784	0
127540	0
84970	0
2709	2
127534	1
2707	0
2701	0
113444	549
58512	0
100506144	327
9204	301
79830	295
6421	3258
9202	1402
79932	2049
23154	810
339488	10
5690	2367
127703	393
63967	342
192670	335
26523	593
192669	143
27285	2
54936	659
1296	52
27095	1130
55700	2121
9967	2743
79729	199
55194	281
83931	428
84967	385
127700	119
64960	1153
1441	0
2899	0
80149	281
64769	907
79753	339
7802	183
29889	955
284654	0
54955	297
55143	692
284656	2
149175	689
79693	289
127687	564
4520	381
3633	358
10946	2039
2275	392
51118	526
5453	1
64121	633
26292	512
81025	14
54933	66
79647	1260
4725	2087
23499	10351
643314	306
353500	55
8761	2818
26508	23
84618	0
51440	0
10450	599
656	81
64064	3
54802	354
4610	12
84879	35
10487	6734
5538	2931
6018	707
127391	1
10269	1207
1298	158
64744	388
65243	40
339559	61
64789	119
127396	55
9783	85
4802	674
9132	192
163732	75
1503	600
200172	9
22955	503
100132074	47
1907	117
59269	26
2981	1
2980	1
22887	724
284716	230
84217	13
79717	630
728621	43
10465	415
4904	15558
149461	1
64175	1138
79078	148
100129924	0
374969	103
114625	193
51058	181
6513	23615
440585	5
10969	1043
149465	10
128218	10
149466	0
7075	1
4352	4
991	1455
64834	2092
112950	528
23334	640
81888	0
5792	7305
9682	756
6487	229
9048	6
9670	737
1802	465
533	1358
8704	895
149473	119
6536	21
128209	1
55929	549
79033	1123
55182	880
79639	94
339541	23
11004	1088
6202	21627
6210	14218
266675	6
1263	385
343521	21
149478	113
8643	10
8891	324
79654	992
7389	1485
57643	0
84842	6
4595	113
114034	222
10420	57
25974	159
5052	7440
10327	1202
4678	1538
149483	24
60313	1243
51249	747
3652	141
23139	1004
8503	268
10103	56
55624	1994
541468	27
8438	248
10489	1330
7388	1860
387338	372
2166	14
127343	1
148930	0
8569	359
148932	148
64756	950
374973	3
9813	1774
1580	0
1579	0
260293	1
199974	0
284541	0
10158	37
6886	0
6491	364
51727	2588
2301	0
2306	17
388630	12
200010	7
54558	174
84871	8
79656	57
1996	0
63950	0
11124	863
1031	480
284546	0
26994	1541
22996	44
2060	919
114883	2505
4898	2241
5865	275
51060	1407
112970	219
91408	1101
9372	447
200014	772
4998	146
84950	633
23318	765
2882	0
348378	1
65260	304
79699	780
440590	6
55268	443
6342	2941
127435	1
6512	53
1376	638
54987	613
4116	331
7804	804
63948	0
148979	31
55706	1140
54432	456
1733	2
51668	401
115353	793
388633	0
9528	3225
127428	264
200008	0
606495	178
51253	1881
23648	611
26027	28
338094	5
374977	0
7268	441
25973	159
55001	0
163747	1
1718	8939
199964	1
7809	0
255738	4
23358	1310
8613	302
5563	649
199920	1
731	1
732	0
1600	36
115209	236
4070	2
114803	855
3725	2863
55277	166
51361	407
1573	62
127795	0
4774	366
83941	476
10207	296
54596	0
163782	0
7398	1008
85440	1251
27329	0
84938	210
27022	0
29929	169
23421	408
84455	195
5236	1802
4919	548
148581	3
57685	199
55225	516
3716	3986
205	1781
9829	224
54741	2099
3953	233
5142	19
84251	17
200132	0
10022	0
79819	90
57708	1225
23169	235
400757	0
149233	0
3595	8
26135	7043
1647	1231
55970	7146
9077	4
79971	1116
6121	4
55635	1008
57554	86
55631	441
9295	3205
81573	609
11147	167
1491	102
5733	3
9406	2030
257194	222
127255	19
100526835	1
8790	191
51086	0
127254	4
1429	586
127253	523
431707	0
204962	750
34	726
5876	967
4438	5
127247	0
256435	201
81849	52
10026	923
26289	154
26009	923
23032	1141
374986	382
91624	486
8880	1886
11080	742
54810	0
5737	4
10964	38
10561	102
64123	0
23266	839
79739	234
5567	704
148418	9
58511	0
80135	598
2787	1489
100505741	6
1486	546
117178	682
23566	1
255231	102
55283	313
126820	54
84144	80
148423	319
8915	447
23576	2701
3491	3714
54680	385
255631	4
57489	242
9635	0
1179	0
22802	0
51100	1383
9403	3197
9653	1028
101927844	0
8543	951
5586	1281
2959	533
56267	450
494115	225
2635	374
2633	253
2634	81
388646	0
115361	12
115362	0
163351	0
23507	182
84230	207
55144	760
284695	1072
343472	0
84146	833
164045	7
8317	304
7049	725
676	0
253152	218
646817	3
284697	7
23285	69
388649	3
11146	149
79871	281
2672	6
7813	289
6125	21065
388650	607
22823	378
50999	2093
343099	274
1810	837
54874	1000
8412	1000
30836	881
2730	444
24	3
9411	2850
5825	831
2152	3729
126969	71
1266	14414
199857	175
148534	557
100527978	12
25950	95
6129	952
58155	222
1806	415
51375	686
163404	0
9890	151
54873	1346
391059	41
178	563
23443	455
64645	1177
163786	233
54482	260
127495	9
1629	378
8634	486
8556	106
54112	2
7412	0
2135	580
148867	445
51611	655
1901	44
118427	0
1301	11076
101928436	0
55599	288
280	56
279	0
276	0
278	0
277	0
55170	599
22854	224
10451	1
29957	1308
148545	0
653149	0
284611	334
113802	0
55119	834
163479	3
6814	668
254268	2
29899	481
23155	617
22911	576
6884	144
56900	503
127003	2
57535	62
6301	2708
1952	1045
84722	557
343263	4
6272	4313
5686	1322
284612	5
127002	83
284613	224
57463	125
83873	1
2773	1712
2780	7
271	1001
2948	407
2946	310
2944	437
2949	0
2947	35
79574	1
1435	1835
10768	3616
85369	529
257	26
164153	0
388662	39
3749	34
64783	172
9122	110
10542	1365
84432	1
3744	0
3737	0
3738	0
963	1
55791	412
128338	667
10390	409
79961	154
1117	0
27159	0
128344	2
5016	18
79084	631
515	3018
128346	13
57413	1
140	0
5906	959
55924	131
11218	504
3752	65
643355	15
55917	912
7482	214
54879	451
829	3956
4343	934
389	3854
333926	9
284467	2
6566	2582
9860	154
260425	421
10745	474
54665	299
26191	0
440603	0
10717	187
64858	261
204851	970
56944	1
148281	0
51592	923
10286	622
163259	2
270	1
4893	1228
7812	11624
80143	544
6847	0
7252	0
10100	167
4803	298
81839	721
845	0
4808	0
55356	8
126868	0
476	10246
965	437
3321	205
388667	0
914	0
5738	195
9398	2
8458	543
80263	120
79679	0
10905	760
54855	11
54834	289
10885	1072
200162	12
6913	0
10352	270
51179	1
3284	0
3283	0
90874	82
26227	2469
3158	0
83998	0
343505	1
11085	1
4853	5246
653820	114
2210	2
647135	537
644591	0
728833	0
554282	0
100288142	19
653598	0
653505	0
400818	507
9659	657
9554	1623
388677	660
100132406	8
25832	4
148738	1
10628	2005
84265	289
284615	78
128077	446
9939	1324
8799	431
8515	19
148741	2
10401	468
200035	70
10623	477
27246	311
11126	6
5174	8
653519	89
200030	90
149013	47
5565	491
2330	12
9557	618
607	438
51205	340
2702	0
2703	0
51463	13
728841	169
284565	346
728945	0
645142	0
730262	0
440689	2
2209	3
653604	0
8370	0
554313	0
8337	0
723790	0
126961	0
333932	0
8349	95
8338	19
317772	1
51027	129
9900	598
10262	1157
10903	305
56957	630
11311	718
51177	822
81611	1344
23632	23
51107	2475
79630	5
148523	116
54460	1290
9129	716
23248	845
80222	692
1893	2713
54507	716
4170	3771
2029	2722
55204	541
84072	0
1520	11
1513	1584
405	676
9869	614
29956	3158
8416	129
55793	292
58497	330
149428	10
54964	111
56882	1341
10962	769
126626	56
10500	115
100534012	0
79626	2
388695	119
79005	5
29765	8
6944	819
8394	1595
5710	1846
57592	702
5298	1341
5993	990
8991	10
5692	3263
23126	1023
57530	123
7286	1048
81609	377
11189	6
284485	1
65005	862
51686	43
11022	314
339398	1
6097	68
100191040	6
284486	10
117145	206
6281	6620
6282	1739
100131107	0
126637	0
7062	2
126638	1
388697	51
2312	396
388698	9
49860	4
254910	0
54544	0
353145	0
84648	0
353144	0
353143	0
353142	0
353141	0
353140	0
26239	0
353139	0
199834	0
100129271	0
448834	0
353137	0
353135	2
353134	0
353133	0
353132	0
353131	0
448835	0
4184	0
3713	82
163778	0
6698	0
6707	0
6699	0
6703	0
6700	0
6701	0
6704	0
6705	0
6706	0
149018	0
574414	0
4014	0
114771	0
57115	0
6280	0
6283	0
6279	0
338324	0
645922	0
6278	0
6277	25363
6276	3
6275	226
6274	651
6273	773
140576	1083
57402	1
6284	549
6271	12
26097	735
23557	566
3608	3813
4881	21
65123	1601
11000	128
57459	601
9909	743
200186	617
27173	3254
148327	141
10899	1623
5872	1982
91181	5
7170	5743
388701	2
25912	3781
9898	3339
10456	1291
89872	0
57198	1061
3570	59
126669	2
126668	0
55585	1386
1141	0
103	3229
3782	5
10654	378
57326	2176
90780	680
6464	5803
1163	830
80308	432
55891	0
51043	878
127579	3
149095	3
8751	5625
1945	161
1944	134
1942	188
55974	612
54344	329
200185	1042
80128	145
4582	87
7059	449
4580	571
2629	3238
10712	1109
10067	1558
1196	628
57657	151
5313	2
2224	4160
284618	7
23623	595
55870	1748
55154	411
55249	1009
7818	1409
54856	771
23208	1594
6016	446
22889	702
339403	0
9181	1272
6746	4496
56893	1329
28956	527
57111	0
92312	358
4000	8403
64218	195
9673	743
100527963	0
11243	432
632	1
79957	96
23381	1828
84283	118
112770	2269
391104	0
7203	5260
128229	15
57127	0
10485	0
4209	711
128239	1515
164118	0
128240	1542
54865	524
60484	0
63827	64
10763	9
1382	40
81875	659
51093	303
79590	1079
3068	6341
5546	1277
9047	11
4914	1
3645	1
375033	246
149499	3
9826	843
440695	0
2117	128
83416	0
83417	0
115352	0
79368	0
115350	0
922	1
55243	2332
912	0
909	0
911	0
910	0
913	0
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	0
81448	0
391114	0
128371	0
128372	0
81442	0
4332	0
149628	0
107181291	1
3428	342
9447	0
57863	0
2532	0
2205	0
441911	0
26476	0
127385	0
325	0
1401	0
54935	959
343413	0
56833	3
284677	29
391123	20
25790	18
8407	17761
57549	1
89886	0
93183	278
3766	2
3765	1
93185	515
477	9
480	1
844	2
8682	7398
50717	1788
5824	1292
1314	4506
23385	4307
4807	8
57216	0
114836	0
8832	0
6504	0
962	0
57823	443
4063	0
51744	1
55600	0
142683	0
50848	1015
100131187	270
7391	517
257106	14
81607	2
126823	59
5202	593
4817	439
9191	482
51506	1003
27005	355
5498	284
8703	649
9507	0
4720	1765
2207	1
336	0
84134	233
9970	2
654790	0
4359	45
6391	1567
257177	90
2212	20
3310	8
2214	0
2213	0
9103	1
2215	0
84824	2
127943	10
11266	279
22926	1700
25903	12
9722	89
284680	2
400793	282
117157	0
127933	2095
6675	1281
4921	907
51478	593
339512	13
5999	15
8490	79
83540	548
5087	328
4009	0
6258	0
440699	0
4259	1833
223	1515
54499	1787
7371	893
149297	0
57645	853
117143	227
387597	0
84944	0
10223	1
92235	0
5451	339
919	2
8804	1312
92241	1
9019	1407
55811	5
25874	821
55827	1497
23432	356
261726	753
375035	37
9095	24
6846	0
6375	0
1805	0
481	2470
29922	395
8548	373
57821	128
10560	799
2153	0
6403	1
6402	0
6401	0
92342	87
55732	275
57147	239
22920	743
149281	2
92344	318
5396	199
80133	0
2328	0
2327	0
2326	0
2329	42
23215	3246
4653	0
8674	251
51603	645
26052	31
92346	1
5279	383
51430	1264
356	0
8995	3
7292	10
9588	4743
284525	0
339416	22
730159	0
27252	457
91687	142
55157	657
84614	25
462	5
149041	337
9910	325
9293	0
27101	1654
63931	588
63923	0
9674	1
7143	0
64326	581
60676	87
460	69
57795	8
89866	33
9462	815
84066	1
55103	822
9068	2
9917	898
64222	388
27	5945
6646	1311
126859	4
7827	0
163589	5
148753	0
163590	539
26092	938
9857	945
5768	9502
89884	32
84320	556
9213	1017
57710	14
10228	791
3140	592
51278	1245
777	1
127665	0
2752	1314
127670	0
353299	0
6041	75
6004	1
85397	0
80896	0
1660	4086
81626	0
3915	6150
3918	50
23057	113
9887	1213
4688	2
10092	2812
23179	1374
403314	0
23127	111
116461	547
81563	409
80267	600
116496	4
6045	331
81627	417
54823	113
10625	2658
83872	1509
10216	3
7175	3255
54953	497
10896	2
5132	0
5743	0
5321	140
339479	0
64407	0
431704	0
5996	0
6003	2
5997	32
51377	575
6738	316
51022	170
79577	816
8707	2
343450	243
3075	173
10878	0
3078	1
10877	0
3080	0
81494	1
2165	1
259266	1746
360023	440
23418	0
163486	537
388722	36
56956	0
140609	808
127124	0
5788	0
2494	0
23528	529
9928	461
83479	185
23271	1259
2848	0
55765	0
23046	126
779	0
647219	1
252839	1724
91156	22
5317	1
7139	0
3898	0
7135	0
23612	2175
1465	372
89796	1821
55705	2541
149345	635
25802	136
10440	955
6051	2034
1999	584
9283	7
127829	1002
5778	0
59352	1
29089	616
4660	333
127833	14
10765	1492
5877	231
59349	629
51094	1922
51706	640
92703	814
8497	334
4656	0
134	442
4608	4
1116	42
1118	2
7832	790
2331	0
5549	4
26254	4
493	5423
54900	0
9877	2043
100381270	245
6635	1133
9580	356
55224	96
5972	0
3814	1
127845	11
22874	524
84919	739
5287	101
4194	242
10446	1
23114	1850
6900	1
388730	25
5929	472
25778	613
9911	212
81788	156
55220	0
93273	0
5129	2726
148808	42
2005	571
85414	133
64710	4351
8934	866
254428	828
148811	0
115019	0
729533	86
553	0
440712	0
1510	0
653464	50
23380	681
9641	148
83593	128
1939	1335
8444	358
9261	1188
3586	0
29949	1
50604	0
11009	0
9214	5
5284	1
83953	1
79098	152
55432	776
5208	767
725	12
722	0
1604	1697
1380	0
1378	0
1379	0
4179	3832
947	1
5362	56
642587	0
57172	7
3914	538
50486	0
3290	5
80342	0
148304	84
3664	2
27042	581
255928	137
56256	95
55733	231
3756	33
55758	594
7188	179
343035	0
7779	383
4751	562
9926	552
25896	356
51514	796
5525	776
55248	308
29937	1392
467	206
149647	1
55509	10
25936	540
128387	190
149643	0
28982	285
79805	39
90806	278
26750	456
5629	0
56950	560
5784	1074
1063	3370
3776	71
51133	1157
7399	21
2104	14
55105	268
128153	12
51018	321
7042	3340
127018	577
55532	1
2058	2855
10380	487
55699	2441
25782	1025
4139	290
79762	293
54996	167
64757	547
3142	19
11221	559
79802	2
9015	83
375056	1442
64853	851
148362	840
400823	2
84976	129
7100	1
55061	1
164127	0
388743	1
824	10853
7159	1747
23219	675
8560	1643
4931	372
29097	943
80232	1911
149111	29
127602	177
3930	1207
55740	2839
6726	3284
2052	1013
9725	584
10637	0
29920	775
7044	1
163859	204
3020	3800
64746	1187
83881	0
286826	181
142	2234
375057	0
3707	1091
5664	161
56997	367
8476	877
339500	111
65094	349
116841	483
339501	0
7483	72
89780	0
375	5557
79169	324
128308	465
2987	2240
57165	45
200205	126
84033	1512
81559	668
51127	9
8290	0
92815	239
128312	4
149603	3172
100129094	1
58480	8
5867	664
10638	0
126731	399
58	2
55746	1009
23456	385
27097	378
9816	209
2590	6519
79605	0
22796	435
183	11
10753	2
84886	403
79573	257
64801	398
375061	0
440730	0
149373	0
128061	181
8443	714
149371	288
83932	241
54583	1479
7257	870
27185	143
57568	51
54627	80
84284	794
80003	441
84451	173
3775	84
148641	33
388753	239
6894	380
359948	1613
9804	5105
23029	529
51742	887
9453	728
6905	572
148789	433
2786	21
1130	1106
4811	548
7107	333
56605	128
128178	6
3964	1300
55127	1220
88	2
4548	941
645745	1
6262	49
57829	0
1131	42
56776	175
64388	0
6000	101
2271	1704
8564	226
23596	415
1122	809
128025	2
9156	375
441925	0
440738	3
200150	56
9859	1580
10806	386
10000	1325
10472	523
200159	0
159	927
257044	17
51029	807
116228	1134
3192	7001
84288	44
55083	1
64754	335
64216	321
163882	529
51097	1537
25909	1250
57116	43
93474	40
79862	57
388759	6
7678	76
317705	0
84838	356
114548	0
127623	0
441932	0
148823	0
81472	0
81470	0
81469	0
441933	0
343169	0
26188	0
284532	0
391189	0
25893	377
343171	10
343172	1
284521	0
391190	0
391191	0
81466	0
26246	0
391192	0
127059	0
391194	0
127062	0
26245	1
391195	0
127064	0
391196	0
127066	0
127074	0
254879	0
26696	0
401992	0
343173	0
401993	0
391211	0
343563	0
127068	0
127069	0
127077	0
403244	0
403239	0
401994	0
646627	0
80851	772
79894	555
55657	418
267002	85
347688	0
10771	1604
22982	711
23185	1317
23560	1022
91734	32
3422	2860
22884	449
105	0
5214	7699
10531	1372
1316	1207
83592	0
1645	2
1646	0
8644	126
1109	0
114131	0
79861	0
10276	381
51806	0
810	0
79754	420
54906	1473
2665	5041
54522	107
84893	1170
3601	58
3559	0
84991	1228
5209	1525
5588	0
57713	33
80760	0
3698	5
22944	248
509	3141
83860	273
2625	3
10659	1597
9712	409
79746	203
254427	117
26019	953
55526	472
55176	217
11164	1023
8872	1578
57118	209
83643	43
10133	1838
55388	299
221044	0
5264	531
22929	1300
222389	215
8559	301
55691	1739
83641	739
441549	25
51182	631
79723	318
64421	229
644890	1
55301	1
414149	166
221060	7
10557	328
9397	933
221061	632
8516	0
80013	545
9317	895
389941	40
6251	1360
8029	56
1787	174
7431	108445
338596	3
9200	659
8027	1274
653567	4
4360	6
221074	1
783	33
221078	125
221079	336
340895	0
84898	3226
10529	794
387638	0
399726	293
387640	49
8028	892
64215	473
340900	0
100532731	0
23412	130
648	44
9576	0
5305	1743
219681	11
22921	368
256297	0
256815	33
220213	158
56243	1192
57584	1581
56952	213
219670	3
79896	98
57512	0
53904	161
2572	2
54518	2
23590	150
10006	906
22852	291
10730	2763
84930	616
91452	573
374308	0
22931	1332
283078	0
55130	49
143098	3
51322	2540
25805	1727
283080	0
84569	0
6840	101
57608	0
55149	293
1326	92
119180	0
220929	116
6935	596
94134	1042
3799	3556
80314	404
79741	11
3688	22201
8829	986
56288	948
8453	871
1390	215
219771	1130
219770	0
8325	131
91074	0
100288485	0
57209	440
219749	216
7581	584
7587	500
7582	538
9790	1095
5979	1
55454	424
221002	228
53828	1
3185	4297
8187	32
220992	47
7580	146
100130539	0
6387	1
643236	1
83937	337
11067	33
220979	23
7570	304
79290	0
240	99
220972	530
93550	56
253725	610
119016	78
83849	4
9721	0
5540	0
100996758	0
195977	0
728113	1
642517	33
100133093	0
644054	0
653145	3
118738	98
5949	18
2658	0
2662	0
26095	1
143162	1
5599	458
58504	104
57705	0
474354	0
196740	223
170370	0
170371	30
118461	13
644168	508
2074	1186
267004	0
1103	13
6572	1
282966	0
55753	512
8505	394
100652748	72
4477	0
8031	3430
100287932	1049
414189	176
387680	733
56624	6
259230	280
653308	9
29974	4
5592	164
23283	809
22943	1042
4153	0
65217	1
100463289	0
11130	1208
253430	297
55847	438
7321	453
7019	785
80114	317
84457	2
220965	417
220963	1
100507027	0
8030	1021
288	383
983	1755
9886	652
219623	0
219621	1
84159	1175
219790	307
22891	122
84890	952
1959	13
29982	477
221037	1444
221035	1171
29119	0
347731	0
56521	1
23411	371
26091	844
84665	2
220202	4
64081	192
3189	2101
55680	488
1763	218
8034	160
80312	46
55749	1658
219736	38
79009	565
9188	2308
26128	860
5552	0
9559	1279
6832	537
80201	4182
3098	4634
6865	2
23555	220
50674	0
219738	72
1305	1
55506	149
84883	412
219743	401
56681	1763
5464	2359
64106	0
55222	534
1979	1834
4838	0
27143	122
5551	0
140766	43
219793	0
8879	655
5092	1018
219699	5
55315	19
64072	12
414152	0
64115	772
5660	85259
9469	1550
9806	39
51008	547
119504	1196
54541	4386
54788	862
10367	1161
90550	1003
170392	0
84647	2
5033	3180
25961	95
11319	772
317662	577
23234	782
51021	1277
118491	73
310	1671
118490	24
5532	745
159195	1581
58529	12
79933	2
729092	57
9632	2349
170384	348
118487	431
23053	1170
8509	366
818	770
414236	6
5328	754
7414	7595
26985	1400
132	655
23522	482
338599	0
51207	1
142891	538
7417	2899
118881	340
84858	598
83938	78
3778	2175
9231	1623
11128	744
6229	17633
57178	1595
10105	1363
219654	471
143244	80
729238	0
653509	0
729262	5
6441	2
80195	285
219348	4
311	3569
4143	2
143241	0
84332	1
84293	2194
81619	1687
387694	0
10718	101
27069	3822
387695	1
92211	13
340745	0
26103	0
5995	0
54462	764
2894	3
23063	990
94233	0
11155	4
657	516
79812	4
6623	14
10974	8
119385	5
643161	0
2746	2011
54537	537
728118	7
9562	608
9060	2434
84896	956
100144748	22
5728	1284
55328	181
142910	0
8513	0
643414	0
643418	0
340654	0
118932	0
57559	149
59	999
355	602
9023	0
3988	2419
3433	171
3437	407
439996	0
3434	341
24138	516
387700	130
53354	308
9585	1150
3363	35
10556	627
27063	1491
84333	672
143279	228
5507	382
80351	1496
143282	10
9044	1363
22849	61
54708	842
3416	1171
3832	1416
3087	49
54536	338
340665	0
1592	2
26509	7051
55165	1564
338557	0
5950	0
5146	3
118924	499
9211	1
159371	157
51196	1027
64318	540
23232	262
3070	277
1562	0
1557	1
1559	6
1558	0
142827	1
9124	1406
10580	17
5832	1473
26123	1920
953	195
100127889	2
387707	4
54619	107
9849	303
29760	1
1791	0
93377	1
7093	6
56889	4054
118788	89
84458	463
26148	103
6585	1
84986	277
10023	43
23401	199
23223	603
5223	11748
51013	499
84287	1220
64210	1763
80019	565
26287	32
112817	183
414157	1
118812	164
55361	3052
60370	600
83742	1311
118813	524
6425	0
401647	21
55118	0
27291	254
84171	38
84795	120
3257	1462
60495	0
26507	247
2805	952
159296	0
81894	356
57089	207
1355	713
51076	175
1244	13
23268	452
1369	0
10613	1237
1147	425
55280	405
282991	756
9033	0
6319	15949
7479	5
25956	348
4714	1333
55662	1059
5076	0
55719	712
57715	263
84545	991
56652	324
84445	1835
79955	176
81855	1821
81621	30
3195	0
10660	0
8945	442
27343	502
25911	452
6468	607
2253	0
10360	447
10724	2361
30819	22
79591	443
79803	452
8861	1510
23082	779
9221	2338
83401	2
5309	0
8729	2324
4791	472
5662	5
79176	316
79004	1207
79946	140
79847	145
10121	2303
51684	350
81603	908
403	687
118980	169
54838	871
1586	0
119032	365
57412	287
54805	220
22978	1249
729020	1
9118	0
84108	220
6877	148
84833	967
22984	1020
51063	233
255022	2
119395	2
9148	0
9644	13
79991	312
9748	1163
1308	1
119392	67
80217	19
9446	1422
119391	165
85450	569
159686	22
22986	86
114815	0
7511	1381
120	546
4601	894
10285	512
1847	418
9126	1675
282996	2
27250	1385
92482	246
8036	729
150	5
57678	392
6975	0
51703	885
64429	914
143187	278
6934	351
3026	1
4892	0
840	238
79949	1
9937	282
374354	297
153	3
55088	337
56165	0
340706	0
84632	1
3983	1598
57700	745
142940	547
26033	427
2674	3241
374355	0
119548	81
5406	0
5407	2
5408	0
143379	0
259217	133
387712	19
57698	1094
11023	1
338567	0
6571	140
118987	866
2018	0
22841	387
63877	356
2834	0
143384	953
340719	142
8661	6613
404636	607
119559	293
10935	3904
2869	124
6001	375
7073	1366
9531	1737
22876	432
79892	1378
11196	1333
6144	304
196051	1660
55717	1554
2263	0
11101	503
54780	350
10579	213
118663	1
59338	414
387715	0
5654	1616
1755	1
399814	0
50624	36
196792	62
118670	0
80007	205
118672	104
64376	277
36	468
340784	0
3167	0
9184	2992
2849	0
119587	0
51363	9
4942	1511
390010	0
64077	302
9679	435
399818	294
23172	436
54764	961
1488	1501
387718	0
26098	394
118856	0
7390	756
56647	1056
55760	751
92565	56
8038	1375
118611	11
1793	1086
642938	1
594857	0
399823	0
119467	2
5791	960
4288	5046
4255	305
253738	0
10539	1540
256536	6
55844	603
664	3030
282973	3
10570	219
282974	78
80313	166
170394	143
170393	0
3632	256
84504	0
54777	63
84435	0
85442	0
8433	0
27287	0
