Geneid	pOka_M2_2
374986	378
91624	538
8880	1820
11080	687
54810	1
5737	6
10964	55
10561	89
64123	0
23266	884
79739	267
5567	614
148418	14
58511	0
80135	600
2787	1422
100505741	8
1486	530
117178	622
23566	0
255231	85
55283	278
126820	52
84144	76
148423	286
8915	409
23576	2748
3491	4206
54680	332
255631	5
57489	241
9635	1
1179	0
22802	0
51100	1388
9403	3012
9653	969
101927844	0
8543	989
5586	1274
2959	498
56267	424
494115	226
2635	344
2633	251
2634	82
388646	0
115361	16
115362	2
163351	0
23507	200
84230	160
55144	832
284695	1142
343472	0
84146	820
164045	12
8317	234
7049	703
676	0
253152	218
646817	2
284697	6
23285	76
388649	0
11146	125
79871	235
2672	4
7813	316
6125	20873
388650	551
22823	373
50999	1853
343099	248
1810	775
54874	1018
8412	953
30836	860
2730	442
24	6
9411	2689
5825	838
2152	3729
126969	80
1266	15055
199857	144
148534	463
100527978	13
25950	61
6129	826
58155	232
1806	428
51375	669
163404	1
9890	140
54873	1323
391059	44
178	527
23443	468
64645	1087
163786	192
54482	267
127495	7
1629	355
8634	453
8556	89
54112	3
7412	0
2135	530
148867	473
51611	661
1901	54
118427	0
1301	11356
101928436	1
55599	245
280	45
279	1
276	0
278	0
277	0
55170	596
22854	206
10451	0
29957	1213
148545	0
653149	0
284611	315
113802	0
55119	920
163479	3
6814	626
254268	0
29899	416
23155	588
22911	512
6884	119
56900	510
127003	2
57535	84
6301	2638
1952	1047
84722	548
343263	0
6272	4491
5686	1303
284612	5
127002	78
284613	236
57463	135
83873	2
2773	1599
2780	5
271	975
2948	434
2946	297
2944	401
2949	1
2947	28
79574	0
1435	1772
10768	3636
85369	545
257	26
164153	0
388662	42
3749	33
64783	131
9122	79
10542	1259
84432	1
3744	0
3737	0
3738	0
963	1
55791	390
128338	655
10390	406
79961	178
1117	1
27159	0
128344	2
5016	13
79084	656
515	2809
128346	13
57413	0
140	0
5906	909
55924	148
11218	450
3752	77
643355	11
55917	982
7482	226
54879	469
829	3712
4343	830
389	3855
333926	11
284467	3
6566	2731
9860	143
260425	361
10745	441
54665	260
26191	0
440603	2
10717	173
64858	251
204851	1060
56944	1
148281	0
51592	899
10286	561
163259	4
270	1
4893	1200
7812	11658
80143	548
6847	0
7252	1
10100	163
4803	254
81839	676
845	0
4808	0
55356	5
126868	0
476	9810
965	412
3321	226
388667	0
914	0
5738	219
9398	1
8458	592
80263	96
79679	4
10905	756
54855	9
54834	268
10885	1065
200162	14
6913	1
10352	248
51179	0
3284	0
3283	1
90874	72
26227	2493
3158	0
83998	0
343505	0
11085	0
4853	5375
653820	100
2210	1
647135	466
644591	0
728833	0
554282	0
100288142	17
653598	0
653505	0
400818	524
9659	603
9554	1604
388677	648
100132406	13
25832	3
148738	0
10628	1930
84265	295
284615	74
128077	472
9939	1387
8799	420
8515	13
148741	0
10401	459
200035	41
10623	502
27246	312
11126	5
5174	8
653519	79
200030	109
149013	42
5565	451
2330	13
9557	583
607	477
51205	307
2702	0
2703	0
51463	15
728841	236
284565	341
728945	0
645142	0
730262	0
440689	1
2209	0
653604	1
8370	0
554313	0
8337	0
723790	0
126961	0
333932	0
8349	64
8338	18
317772	0
51027	120
9900	589
10262	1258
10903	289
56957	576
11311	704
51177	840
81611	1453
23632	12
51107	2457
79630	5
148523	110
54460	1287
9129	654
23248	936
80222	694
1893	2850
54507	764
4170	3602
2029	2683
55204	497
84072	0
1520	19
1513	1637
405	763
9869	598
29956	3083
8416	137
55793	256
58497	372
149428	8
54964	93
56882	1367
10962	765
126626	53
10500	90
100534012	0
79626	0
388695	126
79005	13
29765	15
6944	874
8394	1523
5710	1825
57592	726
5298	1310
5993	985
8991	14
5692	3055
23126	1014
57530	103
7286	1078
81609	371
11189	2
284485	0
65005	781
51686	33
11022	271
339398	0
6097	71
100191040	9
284486	6
117145	241
6281	6172
6282	1869
100131107	0
126637	2
7062	5
126638	0
388697	89
2312	382
388698	12
49860	1
254910	0
54544	0
353145	0
84648	0
353144	0
353143	0
353142	0
353141	0
353140	0
26239	0
353139	0
199834	0
100129271	0
448834	0
353137	1
353135	0
353134	0
353133	0
353132	0
353131	0
448835	0
4184	1
3713	101
163778	0
6698	0
6707	0
6699	0
6703	0
6700	0
6701	0
6704	0
6705	0
6706	0
149018	0
574414	0
4014	0
114771	0
57115	0
6280	0
6283	0
6279	0
338324	0
645922	0
6278	0
6277	24854
6276	2
6275	198
6274	659
6273	784
140576	1133
57402	1
6284	616
6271	11
26097	748
23557	622
3608	3659
4881	14
65123	1656
11000	112
57459	601
9909	729
200186	627
27173	3268
148327	157
10899	1606
5872	2216
91181	9
7170	5888
388701	1
25912	3697
9898	3554
10456	1150
89872	0
57198	1112
3570	68
126669	0
126668	0
55585	1275
1141	1
103	3193
3782	9
10654	391
57326	2178
90780	660
6464	5662
1163	820
80308	447
55891	0
51043	823
127579	2
149095	3
8751	5601
1945	160
1944	122
1942	163
55974	566
54344	348
200185	1018
80128	171
4582	105
7059	458
4580	527
2629	3145
10712	1123
10067	1457
1196	579
57657	153
5313	0
2224	4051
284618	7
23623	602
55870	1706
55154	441
55249	936
7818	1475
54856	777
23208	1601
6016	452
22889	708
339403	0
9181	1246
6746	4334
56893	1247
28956	552
57111	0
92312	381
4000	8195
64218	195
9673	714
100527963	4
11243	423
632	1
79957	98
23381	1806
84283	130
112770	2265
391104	0
7203	5089
128229	15
57127	0
10485	0
4209	730
128239	1498
164118	1
128240	1607
54865	639
60484	0
63827	67
10763	11
1382	38
81875	591
51093	273
79590	994
3068	6492
5546	1237
9047	25
4914	2
3645	0
375033	215
149499	2
9826	855
440695	0
2117	124
83416	0
83417	0
115352	0
79368	0
115350	0
922	1
55243	2410
912	0
909	0
911	0
910	0
913	0
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	0
81448	0
391114	0
128371	0
128372	0
81442	0
4332	0
149628	0
107181291	0
3428	366
9447	0
57863	0
2532	0
2205	0
441911	2
26476	0
127385	0
325	0
1401	0
54935	1002
343413	0
56833	6
284677	14
391123	21
25790	24
8407	17155
57549	1
89886	0
93183	250
3766	4
3765	1
93185	447
477	13
480	2
844	0
8682	7302
50717	1859
5824	1342
1314	4501
23385	4370
4807	3
57216	0
114836	0
8832	0
6504	0
962	0
57823	439
4063	0
51744	0
55600	2
142683	0
50848	1094
100131187	229
7391	536
257106	8
81607	5
126823	84
5202	568
4817	357
9191	483
51506	963
27005	358
5498	279
8703	677
9507	0
4720	1886
2207	2
336	0
84134	239
9970	1
654790	0
4359	40
6391	1567
257177	102
2212	22
3310	5
2214	0
2213	0
9103	2
2215	0
84824	5
127943	12
11266	272
22926	1661
25903	12
9722	80
284680	4
400793	290
117157	0
127933	2146
6675	1184
4921	973
51478	467
339512	22
5999	28
8490	81
83540	510
5087	328
4009	0
6258	0
440699	0
4259	1701
223	1441
54499	1724
7371	999
149297	1
57645	857
117143	210
387597	0
84944	0
10223	0
92235	0
5451	310
919	1
8804	1212
92241	1
9019	1522
55811	2
25874	730
55827	1490
23432	384
261726	683
375035	34
9095	33
6846	0
6375	0
1805	0
481	2403
29922	363
8548	369
57821	114
10560	750
2153	2
6403	0
6402	0
6401	0
92342	81
55732	248
57147	247
22920	746
149281	1
92344	313
5396	190
80133	1
2328	0
2327	0
2326	0
2329	61
23215	3687
4653	0
8674	239
51603	611
26052	50
92346	1
5279	373
51430	1363
356	0
8995	6
7292	16
9588	4535
284525	2
339416	31
730159	0
27252	434
91687	124
55157	601
84614	27
462	2
149041	349
9910	313
9293	0
27101	1461
63931	518
63923	0
9674	1
7143	0
64326	537
60676	97
460	84
57795	4
89866	23
9462	778
84066	0
55103	873
9068	1
9917	857
64222	326
27	6125
6646	1247
126859	5
7827	0
163589	3
148753	0
163590	619
26092	950
9857	958
5768	9473
89884	60
84320	549
9213	1021
57710	10
10228	703
3140	557
51278	1101
777	0
127665	0
2752	1228
127670	0
353299	0
6041	65
6004	0
85397	0
80896	0
1660	4038
81626	0
3915	6478
3918	54
23057	106
9887	1156
4688	1
10092	2879
23179	1418
403314	1
23127	79
116461	550
81563	334
80267	585
116496	3
6045	282
81627	360
54823	91
10625	2718
83872	1596
10216	1
7175	3425
54953	450
10896	2
5132	0
5743	0
5321	143
339479	0
64407	0
431704	0
5996	0
6003	1
5997	25
51377	558
6738	324
51022	134
79577	791
8707	2
343450	214
3075	187
10878	0
3078	1
10877	0
3080	0
81494	0
2165	0
259266	1649
360023	396
23418	1
163486	491
388722	32
56956	1
140609	814
127124	0
5788	0
2494	0
23528	580
9928	474
83479	165
23271	1221
2848	1
55765	0
23046	119
779	0
647219	1
252839	1642
91156	10
5317	0
7139	0
3898	1
7135	1
23612	2098
1465	337
89796	1815
55705	2641
149345	671
25802	154
10440	946
6051	2214
1999	695
9283	11
127829	1036
5778	1
59352	1
29089	534
4660	316
127833	6
10765	1508
5877	207
59349	608
51094	1813
51706	618
92703	708
8497	340
4656	0
134	467
4608	10
1116	34
1118	2
7832	728
2331	0
5549	4
26254	3
493	5705
54900	2
9877	2066
100381270	265
6635	1055
9580	327
55224	81
5972	0
3814	0
127845	6
22874	516
84919	711
5287	138
4194	265
10446	1
23114	1953
6900	1
388730	14
5929	450
25778	603
9911	204
81788	143
55220	0
93273	1
5129	2782
148808	28
2005	573
85414	136
64710	4665
8934	859
254428	778
148811	0
115019	0
729533	79
553	0
440712	0
1510	0
653464	61
23380	723
9641	158
83593	97
1939	1246
8444	277
9261	1192
3586	0
29949	0
50604	0
11009	1
9214	2
5284	0
83953	2
79098	136
55432	791
5208	845
725	18
722	0
1604	1529
1380	0
1378	0
1379	0
4179	3563
947	1
5362	54
642587	0
57172	7
3914	567
50486	0
3290	5
80342	0
148304	109
3664	2
27042	664
255928	117
56256	85
55733	230
3756	20
55758	599
7188	150
343035	0
7779	353
4751	527
9926	492
25896	329
51514	760
5525	788
55248	297
29937	1387
467	193
149647	0
55509	13
25936	484
128387	184
149643	1
28982	253
79805	41
90806	295
26750	468
5629	0
56950	521
5784	1081
1063	3610
3776	50
51133	1027
7399	14
2104	11
55105	265
128153	11
51018	341
7042	3779
127018	562
55532	0
2058	2925
10380	472
55699	2386
25782	1047
4139	266
79762	297
54996	186
64757	560
3142	19
11221	511
79802	6
9015	70
375056	1405
64853	819
148362	827
400823	2
84976	132
7100	0
55061	0
164127	0
388743	0
824	10984
7159	1727
23219	569
8560	1553
4931	407
29097	887
80232	1848
149111	32
127602	156
3930	1082
55740	3045
6726	3008
2052	1042
9725	667
10637	0
29920	801
7044	1
163859	205
3020	3613
64746	1171
83881	0
286826	155
142	2338
375057	0
3707	1089
5664	181
56997	337
8476	907
339500	88
65094	327
116841	465
339501	0
7483	60
89780	0
375	5531
79169	299
128308	372
2987	2194
57165	50
200205	149
84033	1586
81559	621
51127	12
8290	1
92815	225
128312	5
149603	3238
100129094	0
58480	5
5867	602
10638	0
126731	392
58	4
55746	938
23456	392
27097	309
9816	206
2590	6390
79605	1
22796	418
183	22
10753	0
84886	369
79573	222
64801	389
375061	0
440730	2
149373	0
128061	177
8443	735
149371	257
83932	258
54583	1368
7257	757
27185	144
57568	50
54627	86
84284	807
80003	493
84451	141
3775	89
148641	26
388753	217
6894	325
359948	1494
9804	5173
23029	531
51742	872
9453	598
6905	488
148789	440
2786	9
1130	961
4811	570
7107	347
56605	106
128178	12
3964	1267
55127	1235
88	1
4548	996
645745	0
6262	48
57829	0
1131	49
56776	205
64388	1
6000	113
2271	1652
8564	232
23596	416
1122	784
128025	4
9156	385
441925	0
440738	3
200150	71
9859	1686
10806	373
10000	1252
10472	535
200159	1
159	911
257044	21
51029	771
116228	1105
3192	7430
84288	43
55083	0
64754	314
64216	290
163882	492
51097	1315
25909	1286
57116	32
93474	40
79862	67
388759	3
7678	85
317705	0
84838	423
114548	1
127623	0
441932	0
148823	0
81472	0
81470	0
81469	0
441933	0
343169	0
26188	0
284532	0
391189	0
25893	357
343171	23
343172	0
284521	0
391190	0
391191	0
81466	0
26246	0
391192	0
127059	0
391194	0
127062	0
26245	2
391195	0
127064	0
391196	0
127066	0
127074	0
254879	0
26696	0
401992	0
343173	0
401993	0
391211	0
343563	0
127068	0
127069	0
127077	0
403244	0
403239	0
401994	0
646627	0
80851	763
79894	509
55657	404
267002	94
347688	0
10771	1583
22982	767
23185	1333
23560	1045
91734	36
3422	2496
22884	416
105	0
5214	7437
10531	1349
1316	1214
83592	0
1645	2
1646	1
8644	121
1109	0
114131	0
79861	0
10276	408
51806	0
810	0
79754	402
54906	1427
2665	5054
54522	112
84893	1150
3601	31
3559	1
84991	1174
5209	1511
5588	0
57713	32
80760	1
3698	1
22944	217
509	2956
83860	253
2625	3
10659	1697
9712	405
79746	228
254427	109
26019	973
55526	492
55176	208
11164	957
8872	1436
57118	191
83643	53
10133	1942
55388	259
221044	0
5264	477
22929	1355
222389	193
8559	288
55691	1919
83641	639
441549	28
51182	499
79723	308
64421	251
644890	2
55301	2
414149	176
221060	9
10557	264
9397	879
221061	673
8516	0
80013	550
9317	909
389941	54
6251	1334
8029	34
1787	177
7431	105481
338596	1
9200	554
8027	1267
653567	4
4360	9
221074	2
783	32
221078	126
221079	306
340895	0
84898	3297
10529	824
387638	0
399726	270
387640	29
8028	928
64215	421
340900	0
100532731	0
23412	114
648	49
9576	0
5305	1703
219681	14
22921	409
256297	0
256815	39
220213	149
56243	1207
57584	1608
56952	214
219670	4
79896	116
57512	0
53904	156
2572	3
54518	5
23590	167
10006	888
22852	290
10730	2762
84930	615
91452	546
374308	0
22931	1263
283078	0
55130	56
143098	3
51322	2514
25805	1555
283080	0
84569	0
6840	99
57608	0
55149	271
1326	75
119180	0
220929	142
6935	556
94134	1009
3799	3540
80314	461
79741	9
3688	22285
8829	888
56288	966
8453	774
1390	213
219771	1183
219770	2
8325	107
91074	0
100288485	0
57209	366
219749	214
7581	564
7587	508
7582	547
9790	1191
5979	0
55454	381
221002	250
53828	0
3185	3990
8187	30
220992	48
7580	159
100130539	1
6387	0
643236	1
83937	281
11067	46
220979	26
7570	305
79290	0
240	106
220972	513
93550	51
253725	639
119016	83
83849	4
9721	1
5540	0
100996758	0
195977	0
728113	1
642517	31
100133093	0
644054	0
653145	1
118738	75
5949	8
2658	0
2662	0
26095	0
143162	1
5599	417
58504	97
57705	0
474354	0
196740	215
170370	0
170371	29
118461	10
644168	484
2074	1207
267004	0
1103	11
6572	0
282966	0
55753	508
8505	379
100652748	75
4477	0
8031	3438
100287932	1023
414189	166
387680	763
56624	4
259230	268
653308	9
29974	3
5592	137
23283	784
22943	949
4153	0
65217	0
100463289	0
11130	1227
253430	243
55847	338
7321	381
7019	759
80114	304
84457	3
220965	412
220963	2
100507027	0
8030	918
288	436
983	1615
9886	673
219623	0
219621	0
84159	1282
219790	286
22891	159
84890	865
1959	10
29982	440
221037	1395
221035	1205
29119	3
347731	0
56521	5
23411	336
26091	777
84665	0
220202	1
64081	190
3189	2089
55680	499
1763	219
8034	144
80312	57
55749	1743
219736	44
79009	587
9188	2447
26128	837
5552	2
9559	1118
6832	547
80201	4249
3098	4568
6865	2
23555	215
50674	0
219738	55
1305	0
55506	153
84883	363
219743	387
56681	1766
5464	2219
64106	0
55222	539
1979	1806
4838	1
27143	124
5551	0
140766	43
219793	0
8879	658
5092	977
219699	13
55315	29
64072	16
414152	0
64115	727
5660	85442
9469	1579
9806	24
51008	527
119504	1190
54541	4235
54788	847
10367	1201
90550	995
170392	2
84647	2
5033	2979
25961	82
11319	724
317662	584
23234	781
51021	1360
118491	56
310	1529
118490	16
5532	753
159195	1739
58529	13
79933	5
729092	65
9632	2257
170384	382
118487	389
23053	1247
8509	380
818	761
414236	13
5328	761
7414	7740
26985	1395
132	600
23522	502
338599	0
51207	1
142891	508
7417	2764
118881	301
84858	541
83938	64
3778	2028
9231	1705
11128	760
6229	17652
57178	1646
10105	1283
219654	467
143244	131
729238	0
653509	0
729262	5
6441	0
80195	281
219348	4
311	3596
4143	4
143241	0
84332	1
84293	2032
81619	1703
387694	0
10718	101
27069	3674
387695	0
92211	5
340745	0
26103	0
5995	0
54462	705
2894	5
23063	968
94233	0
11155	3
657	590
79812	0
6623	16
10974	15
119385	6
643161	0
2746	1806
54537	462
728118	7
9562	536
9060	2422
84896	880
100144748	35
5728	1242
55328	171
142910	1
8513	0
643414	0
643418	0
340654	0
118932	0
57559	109
59	971
355	542
9023	0
3988	2368
3433	199
3437	347
439996	1
3434	248
24138	470
387700	120
53354	317
9585	1158
3363	54
10556	581
27063	1747
84333	646
143279	214
5507	345
80351	1516
143282	26
9044	1298
22849	54
54708	863
3416	1228
3832	1320
3087	47
54536	307
340665	0
1592	1
26509	7230
55165	1517
338557	0
5950	0
5146	5
118924	528
9211	1
159371	157
51196	1034
64318	456
23232	208
3070	261
1562	2
1557	2
1559	7
1558	1
142827	1
9124	1403
10580	12
5832	1492
26123	1876
953	180
100127889	2
387707	2
54619	108
9849	289
29760	2
1791	0
93377	0
7093	2
56889	3975
118788	94
84458	459
26148	82
6585	1
84986	271
10023	25
23401	174
23223	607
5223	11463
51013	539
84287	1200
64210	1685
80019	506
26287	52
112817	163
414157	2
118812	207
55361	3065
60370	569
83742	1348
118813	494
6425	1
401647	16
55118	0
27291	267
84171	30
84795	164
3257	1436
60495	1
26507	236
2805	920
159296	0
81894	332
57089	217
1355	713
51076	162
1244	9
23268	433
1369	0
10613	1262
1147	387
55280	384
282991	715
9033	0
6319	15458
7479	4
25956	360
4714	1257
55662	1167
5076	0
55719	663
57715	296
84545	890
56652	319
84445	1792
79955	159
81855	1858
81621	28
3195	0
10660	0
8945	431
27343	483
25911	456
6468	585
2253	2
10360	456
10724	2280
30819	16
79591	457
79803	429
8861	1488
23082	799
9221	2543
83401	2
5309	0
8729	2445
4791	488
5662	2
79176	325
79004	1146
79946	136
79847	121
10121	2310
51684	380
81603	875
403	594
118980	145
54838	969
1586	0
119032	345
57412	307
54805	218
22978	1192
729020	2
9118	0
84108	213
6877	116
84833	914
22984	1101
51063	241
255022	0
119395	1
9148	0
9644	8
79991	299
9748	1187
1308	3
119392	67
80217	14
9446	1304
119391	172
85450	567
159686	33
22986	90
114815	0
7511	1280
120	542
4601	848
10285	512
1847	385
9126	1651
282996	0
27250	1428
92482	237
8036	695
150	5
57678	373
6975	1
51703	890
64429	906
143187	342
6934	396
3026	0
4892	0
840	207
79949	2
9937	245
374354	280
153	5
55088	333
56165	0
340706	0
84632	2
3983	1639
57700	745
142940	496
26033	380
2674	3501
374355	0
119548	86
5406	0
5407	0
5408	0
143379	0
259217	115
387712	41
57698	1146
11023	1
338567	0
6571	159
118987	847
2018	0
22841	368
63877	376
2834	0
143384	912
340719	130
8661	6989
404636	563
119559	299
10935	3695
2869	99
6001	356
7073	1343
9531	1758
22876	425
79892	1396
11196	1276
6144	315
196051	1544
55717	1599
2263	0
11101	594
54780	289
10579	222
118663	1
59338	410
387715	0
5654	1520
1755	1
399814	0
50624	21
196792	64
118670	0
80007	185
118672	106
64376	239
36	459
340784	0
3167	0
9184	2822
2849	0
119587	0
51363	2
4942	1512
390010	0
64077	327
9679	391
399818	278
23172	467
54764	958
1488	1422
387718	0
26098	385
118856	0
7390	742
56647	911
55760	735
92565	62
8038	1381
118611	13
1793	1115
642938	0
594857	0
399823	0
119467	1
5791	939
4288	5276
4255	329
253738	0
10539	1443
256536	0
55844	611
664	2761
282973	3
10570	232
282974	77
80313	137
170394	106
170393	0
3632	223
84504	0
54777	56
84435	0
85442	0
8433	0
27287	0
101	13
10844	1399
118472	281
