Geneid	pOka_WT_3
57190	3714
56181	790
79000	59
164091	103
3925	4757
5051	255
2134	3
7780	0
84676	0
149420	112
79927	0
51042	315
10256	6
378807	0
64793	312
83442	3640
91544	505
1043	1
55057	15
257101	0
79727	1
79947	486
3151	4861
6195	667
8289	1302
55650	317
84243	461
2810	31
54707	381
63906	174
8431	0
10726	2869
126695	0
388610	131
115572	1
6548	750
23038	1053
84065	654
84958	0
9064	296
8547	1
388611	0
2827	63
10163	3692
27245	1508
2268	0
2537	546
199870	121
23673	614
5511	829
9473	35
6118	907
27293	59
55113	291
2140	462
5724	9
22826	2603
93974	1743
83667	535
54797	280
65979	717
1104	1567
54952	318
115273	12
6883	459
10691	140
51441	1469
4985	0
2035	568
399474	3
6429	982
51102	391
10076	56
4146	7
7805	2
9672	1952
9698	2386
79570	2
9410	855
51538	609
2170	30
347735	1729
64129	1
3061	0
553115	1125
1307	27
576	232
90853	761
8073	2838
10657	2612
55116	184
23633	1047
200081	1285
79140	160
55721	129
149069	29
56063	111
8668	3640
84734	10
3932	0
3065	1101
65108	1005
100128071	26
81629	147
55108	1307
728116	5
653121	178
339487	300
5928	2360
81493	178
57648	2050
8565	1614
64766	314
252995	2
3208	0
113452	701
127544	268
204	3336
113451	82
55223	130
149076	314
127550	0
1912	2181
7579	120
114784	1
127540	0
84970	0
2709	2
127534	0
2707	0
2701	0
113444	577
58512	5
100506144	341
9204	318
79830	268
6421	3271
9202	1422
79932	2016
23154	802
339488	10
5690	2565
127703	400
63967	307
192670	335
26523	496
192669	119
27285	5
54936	633
1296	64
27095	1198
55700	2301
9967	2653
79729	179
55194	315
83931	495
84967	390
127700	153
64960	1143
1441	0
2899	0
80149	270
64769	876
79753	336
7802	200
29889	975
284654	0
54955	359
55143	712
284656	7
149175	706
79693	286
127687	653
4520	386
3633	328
10946	1969
2275	379
51118	528
5453	0
64121	613
26292	539
81025	11
54933	58
79647	1145
4725	2291
23499	9857
643314	297
353500	42
8761	3000
26508	19
84618	0
51440	1
10450	629
656	89
64064	2
54802	310
4610	11
84879	44
10487	6848
5538	2994
6018	643
127391	1
10269	1127
1298	162
64744	347
65243	34
339559	53
64789	135
127396	39
9783	73
4802	714
9132	154
163732	59
1503	699
200172	9
22955	498
100132074	60
1907	106
59269	16
2981	0
2980	0
22887	655
284716	243
84217	11
79717	650
728621	32
10465	393
4904	16406
149461	0
64175	1155
79078	133
100129924	3
374969	95
114625	181
51058	190
6513	23501
440585	0
10969	1032
149465	11
128218	11
149466	0
7075	1
4352	2
991	1641
64834	2093
112950	536
23334	649
81888	0
5792	7566
9682	790
6487	242
9048	6
9670	709
1802	493
533	1368
8704	1040
149473	140
6536	22
128209	1
55929	565
79033	1108
55182	961
79639	103
339541	20
11004	1094
6202	21917
6210	14472
266675	1
1263	372
343521	14
149478	103
8643	8
8891	288
79654	966
7389	1646
57643	0
84842	4
4595	97
114034	221
10420	49
25974	165
5052	7492
10327	1185
4678	1611
149483	20
60313	1149
51249	809
3652	116
23139	958
8503	252
10103	46
55624	2071
541468	26
8438	266
10489	1206
7388	1829
387338	433
2166	9
127343	0
148930	0
8569	361
148932	159
64756	833
374973	1
9813	1728
1580	0
1579	0
260293	1
199974	0
284541	0
10158	43
6886	0
6491	411
51727	2421
2301	0
2306	10
388630	11
200010	6
54558	155
84871	5
79656	51
1996	0
63950	0
11124	889
1031	548
284546	0
26994	1511
22996	47
2060	908
114883	2341
4898	2244
5865	293
51060	1400
112970	213
91408	1109
9372	441
200014	757
4998	165
84950	600
23318	709
2882	0
348378	0
65260	342
79699	712
440590	10
55268	435
6342	2654
127435	0
6512	41
1376	674
54987	632
4116	315
7804	879
63948	0
148979	23
55706	1207
54432	454
1733	0
51668	408
115353	727
388633	0
9528	3254
127428	248
200008	0
606495	158
51253	2119
23648	627
26027	30
338094	0
374977	0
7268	460
25973	166
55001	0
163747	1
1718	8863
199964	0
7809	0
255738	1
23358	1217
8613	290
5563	580
199920	2
731	0
732	0
1600	25
115209	246
4070	1
114803	776
3725	2965
55277	154
51361	360
1573	60
127795	0
4774	406
83941	430
10207	280
54596	0
163782	0
7398	908
85440	1206
27329	0
84938	187
27022	0
29929	198
23421	435
84455	193
5236	1739
4919	536
148581	1
57685	191
55225	540
3716	3923
205	1610
9829	209
54741	2058
3953	197
5142	25
84251	16
200132	0
10022	0
79819	82
57708	1091
23169	198
400757	0
149233	1
3595	1
26135	6997
1647	1243
55970	7285
9077	1
79971	1116
6121	4
55635	994
57554	92
55631	397
9295	2934
81573	632
11147	180
1491	102
5733	6
9406	1875
257194	217
127255	21
100526835	0
8790	153
51086	0
127254	4
1429	560
127253	459
431707	0
204962	677
34	768
5876	994
4438	3
127247	0
256435	194
81849	39
10026	905
26289	137
26009	832
23032	983
374986	366
91624	453
8880	1806
11080	722
54810	0
5737	0
10964	51
10561	96
64123	0
23266	803
79739	247
5567	647
148418	10
58511	0
80135	641
2787	1530
100505741	6
1486	519
117178	724
23566	0
255231	106
55283	284
126820	58
84144	61
148423	323
8915	442
23576	2684
3491	4000
54680	349
255631	1
57489	214
9635	0
1179	0
22802	0
51100	1333
9403	3072
9653	1006
101927844	0
8543	992
5586	1230
2959	532
56267	422
494115	199
2635	333
2633	237
2634	76
388646	0
115361	20
115362	2
163351	0
23507	185
84230	182
55144	796
284695	1002
343472	0
84146	825
164045	7
8317	260
7049	691
676	0
253152	214
646817	2
284697	8
23285	61
388649	0
11146	129
79871	220
2672	0
7813	299
6125	21134
388650	595
22823	367
50999	1970
343099	222
1810	811
54874	960
8412	1036
30836	882
2730	440
24	6
9411	2740
5825	797
2152	3970
126969	67
1266	14347
199857	189
148534	541
100527978	12
25950	67
6129	934
58155	266
1806	414
51375	664
163404	0
9890	123
54873	1303
391059	34
178	483
23443	427
64645	1060
163786	203
54482	287
127495	14
1629	350
8634	413
8556	108
54112	1
7412	0
2135	457
148867	465
51611	632
1901	45
118427	0
1301	10578
101928436	0
55599	233
280	50
279	0
276	0
278	0
277	0
55170	671
22854	226
10451	0
29957	1253
148545	0
653149	0
284611	263
113802	0
55119	819
163479	3
6814	588
254268	1
29899	473
23155	574
22911	483
6884	112
56900	470
127003	2
57535	80
6301	2698
1952	1106
84722	572
343263	2
6272	4269
5686	1332
284612	5
127002	88
284613	228
57463	156
83873	1
2773	1634
2780	6
271	1069
2948	495
2946	351
2944	443
2949	0
2947	37
79574	0
1435	1827
10768	3499
85369	512
257	37
164153	0
388662	46
3749	31
64783	132
9122	112
10542	1385
84432	3
3744	0
3737	0
3738	0
963	0
55791	387
128338	680
10390	389
79961	144
1117	3
27159	0
128344	1
5016	23
79084	614
515	2973
128346	9
57413	0
140	0
5906	1032
55924	127
11218	503
3752	70
643355	14
55917	979
7482	199
54879	473
829	3816
4343	918
389	4015
333926	17
284467	2
6566	2568
9860	155
260425	394
10745	447
54665	303
26191	0
440603	0
10717	173
64858	271
204851	846
56944	3
148281	0
51592	831
10286	550
163259	2
270	0
4893	1204
7812	11364
80143	546
6847	0
7252	0
10100	125
4803	313
81839	759
845	0
4808	0
55356	7
126868	0
476	9948
965	405
3321	222
388667	0
914	0
5738	224
9398	1
8458	598
80263	102
79679	1
10905	644
54855	10
54834	267
10885	979
200162	11
6913	0
10352	248
51179	0
3284	0
3283	0
90874	91
26227	2442
3158	0
83998	0
343505	0
11085	0
4853	5106
653820	122
2210	1
647135	450
644591	0
728833	0
554282	0
100288142	21
653598	0
653505	0
400818	465
9659	543
9554	1471
388677	655
100132406	8
25832	3
148738	0
10628	1931
84265	274
284615	72
128077	451
9939	1289
8799	479
8515	12
148741	0
10401	497
200035	65
10623	496
27246	310
11126	1
5174	3
653519	93
200030	91
149013	57
5565	458
2330	13
9557	619
607	463
51205	323
2702	0
2703	0
51463	11
728841	185
284565	322
728945	0
645142	0
730262	0
440689	4
2209	1
653604	0
8370	0
554313	0
8337	0
723790	0
126961	0
333932	0
8349	78
8338	17
317772	0
51027	138
9900	583
10262	1320
10903	231
56957	626
11311	662
51177	883
81611	1371
23632	13
51107	2671
79630	4
148523	114
54460	1470
9129	665
23248	892
80222	687
1893	2932
54507	749
4170	3591
2029	2676
55204	479
84072	0
1520	11
1513	1628
405	746
9869	619
29956	3220
8416	129
55793	293
58497	362
149428	7
54964	139
56882	1327
10962	845
126626	52
10500	111
100534012	0
79626	1
388695	127
79005	8
29765	8
6944	815
8394	1545
5710	1971
57592	684
5298	1354
5993	996
8991	14
5692	3347
23126	1021
57530	104
7286	1025
81609	362
11189	0
284485	1
65005	868
51686	32
11022	299
339398	0
6097	54
100191040	9
284486	3
117145	247
6281	6624
6282	1897
100131107	0
126637	0
7062	7
126638	0
388697	71
2312	363
388698	17
49860	1
254910	0
54544	0
353145	0
84648	0
353144	0
353143	0
353142	0
353141	0
353140	0
26239	0
353139	0
199834	0
100129271	0
448834	0
353137	0
353135	1
353134	0
353133	0
353132	0
353131	0
448835	0
4184	1
3713	91
163778	0
6698	0
6707	0
6699	0
6703	0
6700	0
6701	0
6704	0
6705	0
6706	0
149018	0
574414	0
4014	0
114771	0
57115	0
6280	0
6283	0
6279	0
338324	0
645922	0
6278	0
6277	26484
6276	3
6275	203
6274	672
6273	795
140576	1204
57402	0
6284	549
6271	8
26097	795
23557	546
3608	3926
4881	19
65123	1539
11000	129
57459	614
9909	718
200186	604
27173	3342
148327	164
10899	1728
5872	2114
91181	3
7170	6030
388701	0
25912	3883
9898	3423
10456	1270
89872	1
57198	1045
3570	51
126669	0
126668	0
55585	1366
1141	4
103	3211
3782	3
10654	412
57326	2099
90780	702
6464	5945
1163	875
80308	464
55891	0
51043	849
127579	0
149095	3
8751	5686
1945	173
1944	128
1942	158
55974	592
54344	367
200185	1121
80128	202
4582	90
7059	432
4580	563
2629	3315
10712	1284
10067	1570
1196	609
57657	148
5313	0
2224	4333
284618	7
23623	685
55870	1551
55154	467
55249	1087
7818	1469
54856	745
23208	1534
6016	432
22889	746
339403	1
9181	1247
6746	4651
56893	1201
28956	545
57111	0
92312	402
4000	8556
64218	201
9673	726
100527963	0
11243	475
632	2
79957	96
23381	1920
84283	98
112770	2271
391104	1
7203	5256
128229	23
57127	0
10485	0
4209	681
128239	1569
164118	0
128240	1720
54865	602
60484	0
63827	49
10763	10
1382	42
81875	606
51093	308
79590	1177
3068	6829
5546	1274
9047	19
4914	4
3645	2
375033	240
149499	2
9826	860
440695	0
2117	120
83416	0
83417	0
115352	0
79368	0
115350	0
922	0
55243	2384
912	0
909	0
911	1
910	0
913	0
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	0
81448	0
391114	0
128371	0
128372	0
81442	0
4332	0
149628	0
107181291	1
3428	327
9447	0
57863	0
2532	0
2205	0
441911	0
26476	0
127385	0
325	0
1401	0
54935	1089
343413	0
56833	2
284677	30
391123	22
25790	20
8407	18649
57549	2
89886	0
93183	266
3766	0
3765	2
93185	548
477	12
480	2
844	0
8682	7642
50717	1758
5824	1269
1314	4377
23385	4277
4807	3
57216	2
114836	1
8832	0
6504	0
962	0
57823	445
4063	0
51744	0
55600	1
142683	1
50848	1028
100131187	280
7391	577
257106	9
81607	3
126823	79
5202	593
4817	361
9191	484
51506	1053
27005	358
5498	306
8703	704
9507	0
4720	1798
2207	2
336	0
84134	243
9970	1
654790	0
4359	49
6391	1601
257177	81
2212	16
3310	6
2214	0
2213	0
9103	0
2215	0
84824	4
127943	9
11266	252
22926	1587
25903	12
9722	86
284680	2
400793	262
117157	0
127933	1994
6675	1205
4921	848
51478	525
339512	13
5999	25
8490	75
83540	546
5087	325
4009	0
6258	0
440699	0
4259	1891
223	1511
54499	1716
7371	979
149297	1
57645	851
117143	232
387597	0
84944	0
10223	0
92235	0
5451	347
919	0
8804	1269
92241	0
9019	1438
55811	1
25874	788
55827	1498
23432	298
261726	789
375035	28
9095	32
6846	0
6375	0
1805	0
481	2399
29922	392
8548	387
57821	108
10560	724
2153	3
6403	1
6402	1
6401	0
92342	71
55732	270
57147	195
22920	751
149281	0
92344	284
5396	180
80133	1
2328	0
2327	0
2326	0
2329	53
23215	3363
4653	0
8674	184
51603	683
26052	40
92346	0
5279	367
51430	1180
356	0
8995	7
7292	11
9588	4819
284525	0
339416	22
730159	0
27252	455
91687	155
55157	576
84614	26
462	3
149041	376
9910	321
9293	0
27101	1533
63931	519
63923	1
9674	0
7143	0
64326	549
60676	83
460	88
57795	5
89866	17
9462	753
84066	2
55103	795
9068	1
9917	919
64222	366
27	5398
6646	1214
126859	3
7827	0
163589	1
148753	0
163590	634
26092	943
9857	822
5768	9708
89884	47
84320	558
9213	995
57710	10
10228	764
3140	579
51278	1157
777	0
127665	1
2752	1258
127670	0
353299	0
6041	79
6004	0
85397	0
80896	0
1660	3959
81626	0
3915	6232
3918	46
23057	105
9887	1165
4688	1
10092	2693
23179	1295
403314	0
23127	89
116461	586
81563	334
80267	610
116496	4
6045	293
81627	352
54823	103
10625	2550
83872	1335
10216	1
7175	3032
54953	432
10896	4
5132	1
5743	0
5321	147
339479	0
64407	0
431704	0
5996	0
6003	0
5997	32
51377	521
6738	304
51022	146
79577	717
8707	0
343450	229
3075	172
10878	0
3078	2
10877	0
3080	0
81494	0
2165	1
259266	1598
360023	362
23418	1
163486	493
388722	36
56956	0
140609	818
127124	1
5788	1
2494	0
23528	543
9928	452
83479	176
23271	1200
2848	0
55765	1
23046	126
779	0
647219	0
252839	1781
91156	11
5317	0
7139	0
3898	2
7135	0
23612	2300
1465	346
89796	1761
55705	2584
149345	686
25802	139
10440	973
6051	2214
1999	570
9283	9
127829	1082
5778	0
59352	1
29089	635
4660	304
127833	2
10765	1362
5877	202
59349	572
51094	1977
51706	641
92703	727
8497	267
4656	0
134	502
4608	2
1116	49
1118	2
7832	765
2331	0
5549	4
26254	3
493	5501
54900	1
9877	2003
100381270	233
6635	1190
9580	334
55224	95
5972	0
3814	1
127845	4
22874	512
84919	723
5287	124
4194	267
10446	2
23114	1904
6900	0
388730	26
5929	452
25778	535
9911	205
81788	138
55220	0
93273	0
5129	2759
148808	37
2005	542
85414	151
64710	4293
8934	782
254428	783
148811	0
115019	0
729533	70
553	0
440712	0
1510	0
653464	43
23380	669
9641	174
83593	105
1939	1283
8444	357
9261	1186
3586	0
29949	0
50604	0
11009	0
9214	2
5284	0
83953	0
79098	128
55432	679
5208	731
725	8
722	0
1604	1647
1380	0
1378	0
1379	0
4179	3516
947	3
5362	65
642587	0
57172	6
3914	548
50486	0
3290	2
80342	1
148304	75
3664	0
27042	580
255928	111
56256	102
55733	207
3756	24
55758	572
7188	179
343035	0
7779	358
4751	533
9926	460
25896	362
51514	883
5525	703
55248	353
29937	1517
467	176
149647	1
55509	11
25936	457
128387	191
149643	0
28982	281
79805	37
90806	303
26750	387
5629	0
56950	568
5784	966
1063	3223
3776	70
51133	1069
7399	15
2104	7
55105	241
128153	13
51018	317
7042	3261
127018	547
55532	0
2058	2690
10380	463
55699	2404
25782	909
4139	234
79762	285
54996	177
64757	581
3142	14
11221	540
79802	2
9015	71
375056	1252
64853	832
148362	834
400823	3
84976	131
7100	0
55061	0
164127	0
388743	1
824	11133
7159	1752
23219	575
8560	1683
4931	331
29097	956
80232	1692
149111	31
127602	158
3930	1144
55740	2806
6726	3366
2052	1028
9725	597
10637	0
29920	862
7044	3
163859	199
3020	3887
64746	1045
83881	0
286826	165
142	2264
375057	0
3707	1106
5664	156
56997	360
8476	832
339500	90
65094	405
116841	485
339501	0
7483	70
89780	0
375	5998
79169	300
128308	475
2987	2543
57165	52
200205	150
84033	1393
81559	668
51127	9
8290	0
92815	235
128312	8
149603	3498
100129094	0
58480	11
5867	607
10638	0
126731	365
58	6
55746	973
23456	355
27097	369
9816	245
2590	6574
79605	0
22796	397
183	15
10753	0
84886	389
79573	253
64801	404
375061	0
440730	2
149373	0
128061	197
8443	727
149371	228
83932	233
54583	1398
7257	778
27185	134
57568	53
54627	78
84284	804
80003	433
84451	154
3775	77
148641	29
388753	217
6894	296
359948	1674
9804	5113
23029	541
51742	706
9453	620
6905	564
148789	443
2786	15
1130	990
4811	589
7107	329
56605	88
128178	9
3964	1147
55127	1126
88	1
4548	913
645745	0
6262	60
57829	0
1131	41
56776	178
64388	1
6000	110
2271	1694
8564	222
23596	398
1122	654
128025	1
9156	419
441925	0
440738	3
200150	76
9859	1609
10806	419
10000	1288
10472	509
200159	0
159	915
257044	14
51029	836
116228	1131
3192	6968
84288	35
55083	0
64754	331
64216	308
163882	513
51097	1418
25909	1176
57116	40
93474	53
79862	63
388759	7
7678	82
317705	0
84838	377
114548	0
127623	0
441932	0
148823	0
81472	0
81470	0
81469	0
441933	0
343169	1
26188	0
284532	0
391189	0
25893	366
343171	18
343172	2
284521	0
391190	0
391191	0
81466	0
26246	0
391192	0
127059	0
391194	0
127062	0
26245	0
391195	0
127064	0
391196	0
127066	0
127074	1
254879	0
26696	0
401992	0
343173	0
401993	0
391211	0
343563	0
127068	0
127069	0
127077	0
403244	0
403239	0
401994	0
646627	0
80851	790
79894	620
55657	428
267002	90
347688	0
10771	1531
22982	703
23185	1263
23560	1053
91734	37
3422	2856
22884	444
105	0
5214	7816
10531	1383
1316	1197
83592	0
1645	1
1646	0
8644	134
1109	0
114131	0
79861	0
10276	442
51806	0
810	0
79754	394
54906	1385
2665	5038
54522	94
84893	1170
3601	55
3559	0
84991	1082
5209	1337
5588	0
57713	22
80760	0
3698	3
22944	220
509	3053
83860	237
2625	1
10659	1530
9712	410
79746	211
254427	103
26019	906
55526	462
55176	214
11164	1060
8872	1594
57118	180
83643	57
10133	1880
55388	332
221044	0
5264	492
22929	1337
222389	194
8559	275
55691	1863
83641	679
441549	18
51182	585
79723	331
64421	200
644890	4
55301	0
414149	164
221060	7
10557	303
9397	916
221061	645
8516	0
80013	475
9317	843
389941	40
6251	1303
8029	28
1787	180
7431	110595
338596	1
9200	657
8027	1251
653567	4
4360	2
221074	2
783	23
221078	110
221079	317
340895	0
84898	3255
10529	759
387638	0
399726	299
387640	36
8028	844
64215	444
340900	0
100532731	0
23412	117
648	45
9576	0
5305	1802
219681	13
22921	488
256297	0
256815	41
220213	143
56243	1168
57584	1540
56952	220
219670	3
79896	96
57512	0
53904	136
2572	0
54518	3
23590	172
10006	941
22852	301
10730	2777
84930	630
91452	521
374308	0
22931	1362
283078	0
55130	52
143098	1
51322	2508
25805	1623
283080	0
84569	0
6840	92
57608	0
55149	282
1326	70
119180	0
220929	136
6935	558
94134	961
3799	3324
80314	373
79741	19
3688	21145
8829	980
56288	871
8453	830
1390	231
219771	1208
219770	2
8325	103
91074	0
100288485	0
57209	351
219749	203
7581	493
7587	442
7582	503
9790	1096
5979	0
55454	388
221002	214
53828	0
3185	4069
8187	33
220992	26
7580	174
100130539	0
6387	0
643236	0
83937	318
11067	46
220979	26
7570	305
79290	0
240	83
220972	510
93550	50
253725	560
119016	78
83849	3
9721	0
5540	0
100996758	0
195977	0
728113	0
642517	32
100133093	0
644054	0
653145	4
118738	87
5949	20
2658	0
2662	0
26095	0
143162	2
5599	455
58504	95
57705	0
474354	0
196740	228
170370	0
170371	26
118461	11
644168	548
2074	1123
267004	0
1103	11
6572	0
282966	0
55753	471
8505	363
100652748	79
4477	1
8031	3352
100287932	1139
414189	194
387680	775
56624	3
259230	258
653308	14
29974	2
5592	136
23283	782
22943	1062
4153	0
65217	0
100463289	0
11130	1248
253430	264
55847	369
7321	409
7019	757
80114	308
84457	1
220965	370
220963	2
100507027	0
8030	963
288	360
983	1808
9886	678
219623	0
219621	0
84159	1196
219790	287
22891	138
84890	845
1959	12
29982	514
221037	1277
221035	1120
29119	0
347731	0
56521	4
23411	349
26091	725
84665	0
220202	3
64081	185
3189	2116
55680	476
1763	208
8034	187
80312	57
55749	1588
219736	45
79009	570
9188	2355
26128	905
5552	0
9559	1161
6832	582
80201	4068
3098	4764
6865	2
23555	238
50674	0
219738	64
1305	0
55506	148
84883	390
219743	428
56681	1707
5464	2347
64106	1
55222	534
1979	1865
4838	4
27143	121
5551	0
140766	52
219793	0
8879	632
5092	1058
219699	8
55315	21
64072	15
414152	0
64115	771
5660	81139
9469	1569
9806	31
51008	489
119504	1163
54541	4152
54788	901
10367	1267
90550	981
170392	2
84647	1
5033	2949
25961	85
11319	769
317662	470
23234	764
51021	1361
118491	62
310	1621
118490	15
5532	641
159195	1634
58529	14
79933	3
729092	57
9632	2220
170384	353
118487	433
23053	1198
8509	381
818	736
414236	13
5328	771
7414	7488
26985	1388
132	658
23522	440
338599	0
51207	0
142891	473
7417	2830
118881	388
84858	599
83938	88
3778	1984
9231	1629
11128	756
6229	18806
57178	1601
10105	1329
219654	477
143244	116
729238	0
653509	1
729262	6
6441	0
80195	270
219348	3
311	3727
4143	3
143241	0
84332	2
84293	2197
81619	1783
387694	0
10718	100
27069	3791
387695	0
92211	15
340745	0
26103	0
5995	0
54462	713
2894	1
23063	939
94233	0
11155	4
657	560
79812	3
6623	13
10974	10
119385	2
643161	0
2746	1924
54537	504
728118	8
9562	565
9060	2484
84896	959
100144748	20
5728	1310
55328	198
142910	0
8513	1
643414	0
643418	0
340654	0
118932	0
57559	167
59	1037
355	592
9023	0
3988	2327
3433	160
3437	380
439996	0
3434	295
24138	482
387700	126
53354	303
9585	1055
3363	45
10556	636
27063	1537
84333	619
143279	226
5507	313
80351	1353
143282	22
9044	1219
22849	59
54708	825
3416	1140
3832	1322
3087	52
54536	305
340665	0
1592	1
26509	6778
55165	1610
338557	1
5950	0
5146	1
118924	448
9211	2
159371	121
51196	945
64318	457
23232	223
3070	232
1562	2
1557	5
1559	5
1558	0
142827	1
9124	1493
10580	9
5832	1494
26123	1855
953	142
100127889	0
387707	3
54619	108
9849	270
29760	0
1791	0
93377	2
7093	3
56889	3791
118788	76
84458	441
26148	105
6585	1
84986	255
10023	36
23401	206
23223	588
5223	11619
51013	537
84287	1322
64210	1674
80019	601
26287	52
112817	200
414157	2
118812	183
55361	3097
60370	640
83742	1477
118813	493
6425	0
401647	25
55118	0
27291	248
84171	29
84795	146
3257	1577
60495	0
26507	231
2805	958
159296	0
81894	391
57089	225
1355	657
51076	149
1244	4
23268	461
1369	0
10613	1208
1147	432
55280	381
282991	742
9033	0
6319	15638
7479	3
25956	300
4714	1331
55662	1038
5076	0
55719	679
57715	251
84545	1071
56652	341
84445	1885
79955	181
81855	1855
81621	34
3195	1
10660	0
8945	431
27343	495
25911	453
6468	640
2253	0
10360	452
10724	2113
30819	21
79591	450
79803	475
8861	1493
23082	773
9221	2517
83401	1
5309	0
8729	2371
4791	488
5662	3
79176	376
79004	1253
79946	133
79847	134
10121	2356
51684	347
81603	999
403	635
118980	193
54838	901
1586	0
119032	371
57412	312
54805	232
22978	1142
729020	2
9118	0
84108	197
6877	144
84833	1065
22984	1012
51063	288
255022	0
119395	3
9148	1
9644	11
79991	327
9748	1130
1308	2
119392	69
80217	18
9446	1592
119391	181
85450	598
159686	22
22986	90
114815	0
7511	1347
120	519
4601	846
10285	503
1847	442
9126	1528
282996	2
27250	1164
92482	280
8036	722
150	7
57678	357
6975	0
51703	907
64429	922
143187	319
6934	384
3026	1
4892	0
840	227
79949	0
9937	243
374354	280
153	3
55088	277
56165	0
340706	0
84632	2
3983	1419
57700	711
142940	563
26033	391
2674	3368
374355	0
119548	78
5406	0
5407	2
5408	0
143379	0
259217	129
387712	28
57698	1036
11023	0
338567	0
6571	146
118987	820
2018	0
22841	373
63877	317
2834	0
143384	975
340719	163
8661	6516
404636	597
119559	313
10935	3870
2869	101
6001	383
7073	1376
9531	1901
22876	390
79892	1497
11196	1362
6144	248
196051	1680
55717	1445
2263	0
11101	505
54780	294
10579	198
118663	0
59338	370
387715	0
5654	1568
1755	1
399814	0
50624	27
196792	66
118670	0
80007	238
118672	104
64376	228
36	425
340784	0
3167	0
9184	3044
2849	0
119587	0
51363	7
4942	1446
390010	0
64077	315
9679	460
399818	285
23172	406
54764	924
1488	1485
387718	0
26098	374
118856	1
7390	785
56647	1050
55760	720
92565	53
8038	1357
118611	7
1793	1074
642938	1
594857	0
399823	0
119467	1
5791	969
4288	5228
4255	342
253738	0
10539	1542
256536	3
55844	645
664	2767
282973	0
10570	232
282974	96
80313	142
170394	129
170393	0
3632	261
84504	1
54777	37
84435	0
85442	0
8433	0
27287	0
101	7
10844	1427
