Geneid	pOka_M1_1
9967	2554
79729	207
55194	326
83931	401
84967	335
127700	151
64960	1183
1441	0
2899	0
80149	239
64769	819
79753	320
7802	204
29889	922
284654	0
54955	325
55143	578
284656	3
149175	679
79693	274
127687	615
4520	392
3633	313
10946	2052
2275	388
51118	560
5453	0
64121	586
26292	481
81025	12
54933	59
79647	1057
4725	2082
23499	8879
643314	245
353500	57
8761	2983
26508	22
84618	0
51440	0
10450	606
656	108
64064	4
54802	334
4610	16
84879	44
10487	6610
5538	2724
6018	673
127391	0
10269	1059
1298	139
64744	380
65243	27
339559	64
64789	119
127396	54
9783	78
4802	681
9132	179
163732	79
1503	579
200172	6
22955	478
100132074	49
1907	81
59269	20
2981	0
2980	0
22887	725
284716	329
84217	7
79717	730
728621	44
10465	398
4904	16222
149461	0
64175	1083
79078	134
100129924	2
374969	91
114625	174
51058	194
6513	24923
440585	1
10969	991
149465	10
128218	3
149466	0
7075	6
4352	7
991	1223
64834	2045
112950	458
23334	644
81888	0
5792	6730
9682	759
6487	237
9048	8
9670	694
1802	434
533	1296
8704	1017
149473	173
6536	31
128209	0
55929	558
79033	1166
55182	880
79639	109
339541	33
11004	875
6202	23275
6210	14897
266675	3
1263	348
343521	15
149478	114
8643	14
8891	283
79654	952
7389	1559
57643	1
84842	3
4595	95
114034	206
10420	49
25974	153
5052	7859
10327	1157
4678	1447
149483	20
60313	1125
51249	799
3652	141
23139	875
8503	218
10103	65
55624	1931
541468	36
8438	228
10489	1232
7388	1889
387338	359
2166	13
127343	0
148930	0
8569	358
148932	150
64756	1011
374973	0
9813	1707
1580	0
1579	0
260293	0
199974	0
284541	0
10158	39
6886	0
6491	333
51727	2350
2301	0
2306	21
388630	12
200010	10
54558	183
84871	7
79656	77
1996	0
63950	1
11124	802
1031	436
284546	0
26994	1529
22996	48
2060	830
114883	2369
4898	2169
5865	282
51060	1372
112970	184
91408	1209
9372	442
200014	717
4998	151
84950	616
23318	676
2882	0
348378	0
65260	279
79699	722
440590	10
55268	432
6342	2690
127435	0
6512	45
1376	663
54987	625
4116	310
7804	686
63948	1
148979	30
55706	969
54432	430
1733	2
51668	383
115353	730
388633	0
9528	3432
127428	221
200008	0
606495	173
51253	2070
23648	687
26027	40
338094	3
374977	1
7268	410
25973	143
55001	0
163747	0
1718	7507
199964	0
7809	0
255738	4
23358	1139
8613	359
5563	603
199920	3
731	0
732	0
1600	63
115209	299
4070	1
114803	803
3725	2952
55277	176
51361	400
1573	76
127795	0
4774	411
83941	457
10207	305
54596	0
163782	0
7398	834
85440	1187
27329	1
84938	230
27022	0
29929	167
23421	418
84455	194
5236	1997
4919	443
148581	3
57685	165
55225	515
3716	3801
205	1906
9829	210
54741	2043
3953	241
5142	18
84251	21
200132	0
10022	1
79819	91
57708	1120
23169	196
400757	0
149233	0
3595	2
26135	6891
1647	1197
55970	6215
9077	0
79971	1078
6121	4
55635	764
57554	77
55631	456
9295	2993
81573	566
11147	215
1491	110
5733	6
9406	1900
257194	158
127255	23
100526835	0
8790	177
51086	0
127254	10
1429	614
127253	474
431707	0
204962	631
34	704
5876	881
4438	8
127247	0
256435	172
81849	43
10026	864
26289	158
26009	840
23032	1042
374986	372
91624	440
8880	1796
11080	693
54810	0
5737	3
10964	54
10561	96
64123	0
23266	896
79739	217
5567	606
148418	15
58511	0
80135	629
2787	1448
100505741	10
1486	620
117178	709
23566	0
255231	95
55283	283
126820	60
84144	57
148423	281
8915	415
23576	2448
3491	3464
54680	390
255631	2
57489	200
9635	2
1179	0
22802	0
51100	1300
9403	3000
9653	925
101927844	0
8543	804
5586	1167
2959	526
56267	424
494115	246
2635	360
2633	262
2634	103
388646	0
115361	12
115362	2
163351	0
23507	180
84230	186
55144	848
284695	1227
343472	0
84146	808
164045	9
8317	270
7049	606
676	0
253152	197
646817	6
284697	9
23285	77
388649	0
11146	128
79871	246
2672	8
7813	256
6125	21916
388650	577
22823	363
50999	1819
343099	181
1810	779
54874	977
8412	884
30836	888
2730	452
24	3
9411	2793
5825	760
2152	3270
126969	83
1266	13896
199857	150
148534	428
100527978	10
25950	94
6129	943
58155	250
1806	422
51375	577
163404	0
9890	123
54873	1208
391059	46
178	477
23443	428
64645	960
163786	201
54482	258
127495	8
1629	345
8634	419
8556	109
54112	0
7412	0
2135	497
148867	487
51611	664
1901	55
118427	0
1301	9004
101928436	0
55599	228
280	48
279	0
276	0
278	0
277	0
55170	576
22854	312
10451	0
29957	1143
148545	0
653149	0
284611	280
113802	1
55119	828
163479	2
6814	603
254268	4
29899	419
23155	580
22911	506
6884	105
56900	523
127003	3
57535	64
6301	2880
1952	925
84722	503
343263	4
6272	3613
5686	1196
284612	7
127002	83
284613	248
57463	124
83873	1
2773	1566
2780	12
271	1076
2948	494
2946	378
2944	467
2949	1
2947	40
79574	0
1435	1753
10768	3589
85369	474
257	38
164153	0
388662	40
3749	39
64783	129
9122	71
10542	1298
84432	0
3744	0
3737	0
3738	0
963	2
55791	468
128338	638
10390	380
79961	182
1117	0
27159	0
128344	1
5016	15
79084	556
515	3025
128346	9
57413	0
140	0
5906	927
55924	117
11218	425
3752	65
643355	12
55917	788
7482	143
54879	382
829	3865
4343	1001
389	3780
333926	14
284467	5
6566	2579
9860	144
260425	349
10745	345
54665	250
26191	0
440603	1
10717	160
64858	284
204851	829
56944	0
148281	0
51592	862
10286	602
163259	3
270	0
4893	1068
7812	11165
80143	482
6847	0
7252	0
10100	145
4803	262
81839	598
845	0
4808	1
55356	4
126868	0
476	9873
965	399
3321	158
388667	0
914	0
5738	189
9398	0
8458	550
80263	101
79679	3
10905	599
54855	8
54834	257
10885	995
200162	14
6913	1
10352	312
51179	0
3284	0
3283	0
90874	77
26227	2907
3158	0
83998	0
343505	1
11085	0
4853	4464
653820	90
2210	3
647135	491
644591	0
728833	0
554282	0
100288142	7
653598	0
653505	0
400818	456
9659	608
9554	1518
388677	661
100132406	13
25832	2
148738	0
10628	2552
84265	257
284615	94
128077	476
9939	1429
8799	460
8515	16
148741	1
10401	503
200035	60
10623	459
27246	309
11126	5
5174	0
653519	81
200030	72
149013	48
5565	469
2330	9
9557	560
607	431
51205	353
2702	0
2703	0
51463	10
728841	187
284565	312
728945	0
645142	0
730262	0
440689	7
2209	1
653604	1
8370	0
554313	0
8337	0
723790	0
126961	0
333932	0
8349	78
8338	12
317772	2
51027	129
9900	595
10262	1303
10903	270
56957	554
11311	692
51177	802
81611	1199
23632	11
51107	2486
79630	7
148523	175
54460	1341
9129	666
23248	884
80222	715
1893	2993
54507	741
4170	3412
2029	2634
55204	486
84072	0
1520	13
1513	1457
405	712
9869	634
29956	3082
8416	155
55793	292
58497	306
149428	6
54964	125
56882	1243
10962	720
126626	54
10500	97
100534012	0
79626	0
388695	117
79005	9
29765	11
6944	836
8394	1522
5710	1904
57592	659
5298	1388
5993	846
8991	8
5692	3166
23126	1052
57530	135
7286	910
81609	375
11189	0
284485	0
65005	865
51686	43
11022	315
339398	1
6097	123
100191040	3
284486	5
117145	233
6281	6556
6282	1757
100131107	0
126637	1
7062	6
126638	0
388697	75
2312	439
388698	22
49860	2
254910	0
54544	0
353145	0
84648	0
353144	0
353143	0
353142	0
353141	0
353140	0
26239	0
353139	0
199834	0
100129271	0
448834	1
353137	0
353135	0
353134	0
353133	0
353132	0
353131	0
448835	0
4184	0
3713	56
163778	0
6698	0
6707	0
6699	0
6703	0
6700	0
6701	0
6704	0
6705	0
6706	0
149018	0
574414	0
4014	0
114771	0
57115	0
6280	0
6283	0
6279	0
338324	0
645922	0
6278	0
6277	25990
6276	2
6275	236
6274	620
6273	742
140576	1184
57402	0
6284	579
6271	13
26097	790
23557	616
3608	3671
4881	18
65123	1629
11000	198
57459	543
9909	756
200186	575
27173	3330
148327	175
10899	1611
5872	2421
91181	9
7170	5736
388701	0
25912	3901
9898	3387
10456	1246
89872	0
57198	985
3570	43
126669	0
126668	0
55585	1441
1141	2
103	3202
3782	4
10654	411
57326	2110
90780	707
6464	5849
1163	765
80308	430
55891	2
51043	848
127579	3
149095	4
8751	5818
1945	172
1944	143
1942	164
55974	731
54344	348
200185	1206
80128	178
4582	118
7059	460
4580	436
2629	3394
10712	1244
10067	1519
1196	669
57657	171
5313	1
2224	3669
284618	6
23623	651
55870	1569
55154	397
55249	1003
7818	1446
54856	706
23208	1681
6016	441
22889	683
339403	0
9181	1250
6746	4434
56893	1197
28956	550
57111	1
92312	319
4000	8510
64218	194
9673	709
100527963	3
11243	477
632	2
79957	96
23381	1716
84283	96
112770	2289
391104	1
7203	5265
128229	15
57127	0
10485	0
4209	695
128239	1259
164118	0
128240	1721
54865	557
60484	2
63827	76
10763	8
1382	63
81875	570
51093	309
79590	1170
3068	6012
5546	1272
9047	11
4914	5
3645	2
375033	236
149499	3
9826	760
440695	0
2117	119
83416	0
83417	0
115352	0
79368	0
115350	0
922	0
55243	2078
912	1
909	0
911	0
910	0
913	0
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	0
81448	0
391114	0
128371	0
128372	0
81442	0
4332	0
149628	0
107181291	1
3428	298
9447	0
57863	0
2532	0
2205	0
441911	2
26476	0
127385	0
325	0
1401	0
54935	850
343413	1
56833	0
284677	18
391123	15
25790	14
8407	16085
57549	1
89886	2
93183	247
3766	3
3765	0
93185	464
477	11
480	2
844	2
8682	6591
50717	1769
5824	1303
1314	4406
23385	4339
4807	5
57216	0
114836	0
8832	0
6504	0
962	0
57823	449
4063	0
51744	0
55600	1
142683	1
50848	996
100131187	292
7391	543
257106	10
81607	5
126823	90
5202	579
4817	445
9191	489
51506	965
27005	363
5498	315
8703	634
9507	0
4720	1807
2207	1
336	0
84134	236
9970	0
654790	0
4359	40
6391	1582
257177	78
2212	29
3310	5
2214	0
2213	0
9103	0
2215	0
84824	5
127943	11
11266	272
22926	1426
25903	8
9722	109
284680	3
400793	280
117157	0
127933	1968
6675	1142
4921	830
51478	459
339512	28
5999	12
8490	65
83540	463
5087	344
4009	0
6258	0
440699	0
4259	2007
223	1436
54499	1733
7371	830
149297	1
57645	800
117143	248
387597	0
84944	0
10223	0
92235	0
5451	329
919	1
8804	1291
92241	0
9019	1282
55811	1
25874	782
55827	1411
23432	312
261726	733
375035	31
9095	24
6846	0
6375	0
1805	0
481	2451
29922	417
8548	354
57821	102
10560	777
2153	1
6403	0
6402	1
6401	0
92342	93
55732	253
57147	216
22920	726
149281	0
92344	277
5396	180
80133	0
2328	0
2327	0
2326	0
2329	48
23215	3010
4653	0
8674	206
51603	677
26052	30
92346	2
5279	387
51430	987
356	0
8995	6
7292	21
9588	4694
284525	1
339416	16
730159	0
27252	424
91687	123
55157	566
84614	19
462	0
149041	374
9910	290
9293	0
27101	1585
63931	503
63923	0
9674	0
7143	0
64326	517
60676	115
460	73
57795	5
89866	30
9462	752
84066	2
55103	734
9068	2
9917	966
64222	332
27	6035
6646	1219
126859	6
7827	0
163589	1
148753	0
163590	628
26092	974
9857	829
5768	10343
89884	51
84320	503
9213	1010
57710	14
10228	816
3140	616
51278	1258
777	0
127665	0
2752	1189
127670	0
353299	0
6041	72
6004	0
85397	0
80896	0
1660	3835
81626	0
3915	5755
3918	49
23057	104
9887	1143
4688	1
10092	2609
23179	1235
403314	1
23127	99
116461	517
81563	371
80267	524
116496	7
6045	305
81627	384
54823	105
10625	2283
83872	1267
10216	2
7175	3032
54953	468
10896	5
5132	1
5743	0
5321	145
339479	0
64407	0
431704	0
5996	0
6003	1
5997	26
51377	553
6738	309
51022	145
79577	741
8707	0
343450	189
3075	163
10878	0
3078	1
10877	0
3080	0
81494	0
2165	1
259266	1343
360023	345
23418	2
163486	471
388722	35
56956	0
140609	716
127124	3
5788	0
2494	0
23528	515
9928	347
83479	198
23271	1119
2848	1
55765	0
23046	140
779	0
647219	0
252839	1829
91156	10
5317	0
7139	0
3898	0
7135	0
23612	2205
1465	365
89796	1537
55705	2397
149345	687
25802	188
10440	886
6051	2046
1999	532
9283	10
127829	1061
5778	0
59352	1
29089	561
4660	287
127833	5
10765	1365
5877	214
59349	595
51094	1958
51706	637
92703	697
8497	415
4656	0
134	462
4608	4
1116	58
1118	1
7832	807
2331	0
5549	2
26254	3
493	5461
54900	0
9877	2106
100381270	253
6635	1184
9580	389
55224	102
5972	1
3814	0
127845	10
22874	443
84919	702
5287	118
4194	316
10446	1
23114	1770
6900	0
388730	19
5929	437
25778	584
9911	202
81788	102
55220	0
93273	0
5129	2989
148808	36
2005	570
85414	119
64710	4120
8934	732
254428	763
148811	0
115019	0
729533	59
553	0
440712	0
1510	0
653464	43
23380	653
9641	184
83593	119
1939	1369
8444	331
9261	1192
3586	0
29949	0
50604	0
11009	0
9214	5
5284	0
83953	0
79098	201
55432	637
5208	749
725	3
722	0
1604	1521
1380	0
1378	0
1379	0
4179	3657
947	1
5362	53
642587	0
57172	11
3914	605
50486	0
3290	3
80342	0
148304	106
3664	1
27042	568
255928	111
56256	96
55733	211
3756	13
55758	605
7188	180
343035	0
7779	321
4751	455
9926	535
25896	325
51514	754
5525	832
55248	276
29937	1494
467	185
149647	0
55509	14
25936	516
128387	176
149643	2
28982	258
79805	36
90806	279
26750	461
5629	0
56950	510
5784	1031
1063	2747
3776	56
51133	1026
7399	5
2104	14
55105	258
128153	24
51018	327
7042	2658
127018	490
55532	1
2058	2727
10380	475
55699	2433
25782	876
4139	225
79762	313
54996	211
64757	529
3142	24
11221	581
79802	5
9015	80
375056	1325
64853	875
148362	745
400823	3
84976	149
7100	0
55061	0
164127	0
388743	1
824	10586
7159	1661
23219	562
8560	1498
4931	383
29097	911
80232	1825
149111	25
127602	137
3930	983
55740	2087
6726	3089
2052	1037
9725	619
10637	0
29920	799
7044	0
163859	230
3020	3649
64746	1036
83881	0
286826	149
142	2141
375057	0
3707	1084
5664	175
56997	334
8476	823
339500	102
65094	358
116841	524
339501	0
7483	67
89780	0
375	5563
79169	277
128308	459
2987	2388
57165	65
200205	189
84033	1566
81559	650
51127	12
8290	0
92815	267
128312	12
149603	3632
100129094	0
58480	8
5867	615
10638	0
126731	313
58	4
55746	875
23456	329
27097	325
9816	192
2590	5551
79605	2
22796	415
183	5
10753	0
84886	272
79573	217
64801	378
375061	0
440730	2
149373	0
128061	154
8443	733
149371	227
83932	210
54583	1434
7257	768
27185	130
57568	45
54627	86
84284	851
80003	469
84451	166
3775	82
148641	23
388753	215
6894	368
359948	1776
9804	4968
23029	543
51742	739
9453	633
6905	538
148789	412
2786	21
1130	955
4811	487
7107	295
56605	106
128178	8
3964	1190
55127	1103
88	1
4548	900
645745	0
6262	66
57829	0
1131	55
56776	174
64388	2
6000	113
2271	1547
8564	199
23596	364
1122	673
128025	3
9156	386
441925	0
440738	9
200150	57
9859	1615
10806	393
10000	1220
10472	539
200159	0
159	896
257044	10
51029	732
116228	1098
3192	7174
84288	43
55083	0
64754	310
64216	262
163882	467
51097	1376
25909	1104
57116	35
93474	55
79862	75
388759	8
7678	67
317705	0
84838	348
114548	0
127623	0
441932	0
148823	0
81472	0
81470	0
81469	0
441933	0
343169	0
26188	0
284532	0
391189	0
25893	372
343171	20
343172	2
284521	0
391190	0
391191	0
81466	0
26246	0
391192	0
127059	0
391194	0
127062	0
26245	0
391195	0
127064	0
391196	0
127066	0
127074	1
254879	0
26696	0
401992	0
343173	0
401993	0
391211	0
343563	0
127068	0
127069	0
127077	0
403244	0
403239	0
401994	0
646627	0
80851	742
79894	553
55657	459
267002	102
347688	0
10771	1368
22982	730
23185	1213
23560	979
91734	44
3422	2327
22884	405
105	0
5214	8147
10531	1374
1316	1081
83592	0
1645	2
1646	3
8644	138
1109	0
114131	0
79861	0
10276	398
51806	0
810	0
79754	453
54906	1366
2665	4710
54522	120
84893	1144
3601	61
3559	0
84991	1132
5209	1719
5588	1
57713	47
80760	0
3698	2
22944	218
509	3080
83860	238
2625	6
10659	1535
9712	363
79746	251
254427	106
26019	947
55526	404
55176	219
11164	967
8872	1475
57118	192
83643	53
10133	1875
55388	251
221044	1
5264	606
22929	1167
222389	200
8559	288
55691	1574
83641	597
441549	24
51182	526
79723	302
64421	253
644890	4
55301	1
414149	131
221060	6
10557	284
9397	914
221061	662
8516	1
80013	510
9317	903
389941	47
6251	1285
8029	50
1787	171
7431	115449
338596	5
9200	529
8027	1278
653567	3
4360	5
221074	1
783	27
221078	125
221079	316
340895	0
84898	2474
10529	784
387638	1
399726	304
387640	31
8028	789
64215	421
340900	0
100532731	0
23412	115
648	57
9576	0
5305	1692
219681	12
22921	451
256297	0
256815	40
220213	147
56243	1197
57584	1481
56952	183
219670	3
79896	106
57512	1
53904	170
2572	1
54518	5
23590	168
10006	889
22852	301
10730	2678
84930	570
91452	615
374308	0
22931	1274
283078	0
55130	53
143098	5
51322	2434
25805	1522
283080	0
84569	0
6840	103
57608	0
55149	288
1326	87
119180	0
220929	130
6935	522
94134	938
3799	3086
80314	378
79741	12
3688	19035
8829	916
56288	908
8453	730
1390	221
219771	1210
219770	5
8325	115
91074	0
100288485	0
57209	349
219749	204
7581	502
7587	496
7582	508
9790	1075
5979	4
55454	351
221002	255
53828	1
3185	4015
8187	30
220992	44
7580	198
100130539	0
6387	1
643236	0
83937	342
11067	43
220979	34
7570	279
79290	0
240	119
220972	552
93550	46
253725	559
119016	91
83849	2
9721	0
5540	1
100996758	0
195977	0
728113	2
642517	32
100133093	0
644054	0
653145	1
118738	107
5949	23
2658	0
2662	0
26095	0
143162	1
5599	426
58504	104
57705	1
474354	0
196740	258
170370	0
170371	38
118461	10
644168	468
2074	1116
267004	0
1103	12
6572	0
282966	0
55753	576
8505	374
100652748	76
4477	0
8031	3476
100287932	996
414189	177
387680	706
56624	3
259230	291
653308	7
29974	3
5592	131
23283	782
22943	1008
4153	0
65217	0
100463289	0
11130	1183
253430	286
55847	438
7321	362
7019	755
80114	266
84457	1
220965	426
220963	2
100507027	0
8030	1030
288	432
983	1491
9886	491
219623	0
219621	0
84159	1153
219790	248
22891	138
84890	949
1959	18
29982	455
221037	1200
221035	1049
29119	0
347731	0
56521	3
23411	335
26091	706
84665	2
220202	0
64081	198
3189	2036
55680	444
1763	191
8034	147
80312	59
55749	1547
219736	47
79009	599
9188	2011
26128	764
5552	0
9559	1084
6832	502
80201	4217
3098	4521
6865	2
23555	205
50674	0
219738	64
1305	0
55506	153
84883	389
219743	372
56681	1633
5464	2419
64106	0
55222	547
1979	1761
4838	0
27143	133
5551	0
140766	25
219793	0
8879	543
5092	1107
219699	6
55315	16
64072	15
414152	1
64115	759
5660	85239
9469	1208
9806	39
51008	557
119504	1234
54541	5365
54788	817
10367	1212
90550	1000
170392	5
84647	0
5033	3287
25961	97
11319	731
317662	606
23234	792
51021	1260
118491	65
310	1597
118490	20
5532	753
159195	1375
58529	16
79933	6
729092	57
9632	2131
170384	507
118487	416
23053	1108
8509	407
818	726
414236	8
5328	562
7414	6988
26985	1300
132	603
23522	487
338599	0
51207	0
142891	476
7417	2989
118881	389
84858	782
83938	93
3778	2393
9231	1514
11128	702
6229	17071
57178	1432
10105	1440
219654	450
143244	111
729238	0
653509	0
729262	6
6441	2
80195	299
219348	3
311	3725
4143	5
143241	0
84332	0
84293	2094
81619	1559
387694	0
10718	112
27069	3859
387695	0
92211	12
340745	0
26103	0
5995	0
54462	704
2894	3
23063	896
94233	0
11155	6
657	480
79812	3
6623	13
10974	11
119385	4
643161	0
2746	1826
54537	460
728118	16
9562	606
9060	2235
84896	909
100144748	25
5728	1300
55328	199
142910	0
8513	1
643414	0
643418	0
340654	0
118932	1
57559	151
59	1105
355	542
9023	0
3988	2420
3433	181
3437	331
439996	0
3434	347
24138	527
387700	124
53354	340
9585	973
3363	67
10556	576
27063	971
84333	617
143279	187
5507	449
80351	1370
143282	17
9044	1263
22849	67
54708	834
3416	1101
3832	1155
3087	49
54536	298
340665	0
1592	4
26509	6994
55165	1284
338557	1
5950	0
5146	5
118924	532
9211	4
159371	125
51196	868
64318	456
23232	194
3070	249
1562	2
1557	0
1559	2
1558	0
142827	0
9124	1367
10580	3
5832	1551
26123	1932
953	157
100127889	0
387707	1
54619	93
9849	288
29760	1
1791	0
93377	1
7093	7
56889	3664
118788	83
84458	451
26148	96
6585	0
84986	204
10023	26
23401	204
23223	565
5223	12170
51013	548
84287	1180
64210	1657
80019	517
26287	32
112817	193
414157	7
118812	166
55361	3021
60370	686
83742	1216
118813	467
6425	0
401647	21
55118	0
27291	270
84171	44
84795	173
3257	1506
60495	1
26507	225
2805	1026
159296	0
81894	342
57089	173
1355	743
51076	155
1244	11
23268	499
1369	0
10613	1163
1147	382
55280	401
282991	693
9033	2
6319	14153
7479	4
25956	340
4714	1319
55662	1137
5076	0
55719	654
57715	320
84545	1100
56652	299
84445	1860
79955	235
81855	2137
81621	32
3195	0
10660	0
8945	459
27343	514
25911	515
6468	596
2253	0
10360	504
10724	2257
30819	18
79591	465
79803	425
8861	1707
23082	716
9221	2447
83401	2
5309	0
8729	2237
4791	522
5662	8
79176	379
79004	1217
79946	125
79847	140
10121	2058
51684	363
81603	988
403	645
118980	158
54838	801
1586	1
119032	329
57412	353
54805	230
22978	1069
729020	1
9118	0
84108	205
6877	119
84833	955
22984	989
51063	222
255022	2
119395	7
9148	1
9644	8
79991	291
9748	1040
1308	5
119392	69
80217	22
9446	1251
119391	161
85450	530
159686	19
22986	82
114815	0
7511	1358
120	540
4601	1042
10285	464
1847	442
9126	1579
282996	0
27250	1418
92482	231
8036	670
150	3
57678	342
6975	0
51703	836
64429	886
143187	312
6934	355
3026	0
4892	0
840	194
79949	3
9937	264
374354	256
153	5
55088	301
56165	0
340706	0
84632	6
3983	1242
57700	635
142940	507
26033	327
2674	3127
374355	0
119548	59
5406	0
5407	1
5408	0
143379	0
259217	155
387712	33
57698	1020
11023	1
338567	0
6571	152
118987	788
2018	0
22841	382
63877	385
2834	0
143384	901
340719	164
8661	6474
404636	522
119559	321
10935	3896
2869	114
6001	467
7073	1339
9531	1929
22876	402
79892	1300
11196	1271
6144	278
196051	1515
55717	1487
2263	0
11101	484
54780	269
10579	229
118663	0
59338	392
387715	0
5654	1659
1755	2
399814	0
50624	28
196792	58
118670	1
80007	217
118672	99
64376	242
36	473
340784	0
3167	0
9184	2775
2849	0
119587	0
51363	5
4942	1374
390010	0
64077	336
9679	419
399818	261
23172	432
54764	839
1488	1593
387718	0
26098	345
118856	1
7390	809
56647	983
55760	700
92565	66
8038	938
118611	10
1793	1041
642938	0
594857	0
399823	0
119467	3
5791	845
4288	4230
4255	315
253738	0
10539	1441
256536	2
55844	606
664	3335
282973	6
10570	291
282974	86
80313	153
170394	111
170393	0
3632	221
84504	0
54777	58
84435	0
85442	0
8433	0
27287	0
101	6
10844	1503
118472	290
50632	1
118471	2
